Time (s),A(lg1),A(lg2),A(lg3),A(lg4),A(lg5),B(lg1),B(lg2),B(lg3),B(lg4),B(lg5),A(lg1!1).A(lg1!1),A(lg2!1).A(lg2!1),A(lg3!1).A(lg3!1),A(lg4!1).A(lg4!1),A(lg5!1).A(lg5!1),A(lg1!1).A(lg2!1),A(lg1!1).A(lg3!1),A(lg1!1).A(lg4!1),A(lg1!1).A(lg5!1),A(lg2!1).A(lg3!1),A(lg2!1).A(lg4!1),A(lg2!1).A(lg5!1),A(lg3!1).A(lg4!1),A(lg3!1).A(lg5!1),A(lg4!1).A(lg5!1),B(lg1!1).B(lg1!1),B(lg2!1).B(lg2!1),B(lg3!1).B(lg3!1),B(lg4!1).B(lg4!1),B(lg5!1).B(lg5!1),B(lg1!1).B(lg2!1),B(lg1!1).B(lg3!1),B(lg1!1).B(lg4!1),B(lg1!1).B(lg5!1),B(lg2!1).B(lg3!1),B(lg2!1).B(lg4!1),B(lg2!1).B(lg5!1),B(lg3!1).B(lg4!1),B(lg3!1).B(lg5!1),B(lg4!1).B(lg5!1),A(lg1!1).B(lg1!1),A(lg1!1).B(lg2!1),A(lg1!1).B(lg3!1),A(lg1!1).B(lg4!1),A(lg1!1).B(lg5!1),A(lg2!1).B(lg1!1),A(lg2!1).B(lg2!1),A(lg2!1).B(lg3!1),A(lg2!1).B(lg4!1),A(lg2!1).B(lg5!1),A(lg3!1).B(lg1!1),A(lg3!1).B(lg2!1),A(lg3!1).B(lg3!1),A(lg3!1).B(lg4!1),A(lg3!1).B(lg5!1),A(lg4!1).B(lg1!1),A(lg4!1).B(lg2!1),A(lg4!1).B(lg3!1),A(lg4!1).B(lg4!1),A(lg4!1).B(lg5!1),A(lg5!1).B(lg1!1),A(lg5!1).B(lg2!1),A(lg5!1).B(lg3!1),A(lg5!1).B(lg4!1),A(lg5!1).B(lg5!1)
0.01,76,79,68,69,71,78,71,68,63,71,4,3,3,3,2,0,1,1,1,3,4,1,1,4,7,0,1,1,2,0,1,3,6,2,5,5,6,6,3,3,0,4,4,2,3,1,1,1,3,1,5,1,4,3,4,3,2,1,3,3,1,2,3,2,4
0.011,74,77,66,67,68,78,68,66,61,67,4,3,3,3,2,0,1,1,1,3,4,2,1,5,8,0,2,1,2,0,1,3,6,2,5,5,7,6,4,3,0,4,4,4,3,1,1,2,3,1,5,1,4,3,5,3,2,1,3,4,1,2,3,2,4
0.012,73,73,65,63,67,74,66,64,58,63,4,4,3,4,2,0,1,1,1,3,4,2,1,5,8,0,2,1,2,0,1,4,6,3,5,6,7,7,4,3,0,4,4,4,4,2,1,2,4,1,6,1,4,3,5,3,3,1,3,5,1,2,3,2,5
0.013,70,72,63,59,64,71,65,62,57,61,5,4,3,5,2,0,1,1,1,3,4,2,1,7,8,0,2,1,2,0,1,4,6,4,5,6,8,7,4,3,0,4,5,4,4,3,1,2,4,1,6,1,4,3,5,3,3,2,4,5,2,2,3,2,5
0.014,66,71,61,58,63,71,61,61,55,61,5,4,3,5,2,1,2,1,1,3,4,2,1,7,8,0,3,1,2,0,1,4,6,4,5,6,8,7,4,3,0,4,5,6,4,3,1,2,4,1,6,1,5,3,5,3,4,2,4,5,2,3,3,2,5
0.015,65,70,61,54,63,70,61,59,54,59,5,4,3,5,2,1,2,2,1,3,5,2,1,7,8,0,3,1,2,0,1,4,6,4,5,6,8,8,5,3,0,4,5,6,4,3,1,2,4,1,6,1,5,3,5,4,4,2,4,6,2,3,3,2,5
0.016,60,65,59,49,58,65,58,56,50,56,6,4,3,5,2,3,2,3,1,3,5,4,2,7,10,1,3,1,3,0,2,5,6,4,6,6,9,8,5,4,0,4,5,6,4,4,1,2,4,1,6,1,6,3,5,4,4,2,4,7,2,3,3,3,5
0.017,58,64,58,48,56,65,57,55,48,57,6,4,3,5,2,4,3,3,1,3,5,4,2,7,10,1,3,1,3,0,2,5,6,3,6,7,9,8,5,4,0,4,5,6,4,4,1,2,4,1,6,1,6,3,5,4,4,2,5,7,3,3,4,3,5
0.018,56,64,57,48,55,64,57,55,49,57,6,4,3,5,2,4,4,3,1,3,5,4,2,8,10,1,3,1,3,0,2,5,6,3,6,7,9,8,5,4,1,4,5,6,4,4,1,2,4,1,6,1,6,2,5,4,4,2,5,7,3,3,4,3,5
0.019,54,60,57,44,52,62,56,55,47,57,6,4,3,5,2,4,4,4,1,3,6,6,2,8,11,2,3,1,3,0,2,5,6,3,6,7,9,8,5,4,1,4,5,7,4,4,1,2,5,1,6,1,6,2,5,4,5,2,5,7,3,3,4,3,5
0.02,53,55,56,44,52,58,54,54,46,56,6,5,3,5,2,4,4,4,1,3,6,6,2,8,11,2,3,1,3,0,3,6,6,3,6,7,9,8,5,4,2,4,5,7,4,5,1,2,6,2,6,2,6,2,5,4,5,2,5,7,3,3,4,3,5
0.021,53,54,55,44,52,54,53,54,43,54,6,5,3,5,2,4,4,4,1,3,6,6,2,8,11,3,3,1,4,0,3,6,6,4,6,7,10,8,5,4,2,4,5,7,4,5,1,2,7,2,7,2,6,2,5,4,5,2,5,7,3,3,4,3,5
0.022,53,54,54,43,52,53,52,54,43,54,6,5,3,5,2,4,4,4,1,3,6,6,3,8,11,3,3,1,4,0,4,6,6,4,6,7,10,8,5,4,2,4,5,7,4,5,1,2,7,2,7,2,6,2,5,4,5,2,5,7,3,3,4,3,5
0.023,53,52,53,43,52,53,52,53,43,54,6,6,3,5,2,4,4,4,1,3,6,6,3,8,11,3,3,1,4,0,4,6,6,4,6,7,10,8,5,4,2,4,5,7,4,5,1,2,7,2,7,2,7,2,5,4,5,2,5,7,3,3,4,3,5
0.024,53,52,53,43,52,53,53,53,44,54,6,6,3,5,2,4,4,4,1,3,6,6,3,8,11,3,3,1,4,0,4,6,6,4,6,6,10,8,5,4,2,4,5,7,4,5,1,2,7,2,7,2,7,2,5,4,5,2,5,7,3,3,4,3,5
0.025,53,51,51,42,51,53,52,53,44,54,6,6,3,5,2,4,4,4,1,3,6,6,4,9,11,3,3,1,4,0,4,6,6,4,6,6,10,8,5,4,2,4,5,7,4,5,2,2,7,2,7,2,7,2,5,4,5,2,5,7,3,3,4,3,5
0.026,53,50,51,42,49,52,49,51,43,54,6,6,3,5,2,4,4,4,1,3,6,6,4,9,11,3,4,1,4,0,4,7,6,4,6,6,10,8,5,4,2,4,5,7,4,5,3,2,7,2,7,2,7,2,5,4,5,2,5,7,3,3,5,4,5
0.027,49,47,50,40,46,52,48,49,42,51,7,6,3,5,2,4,4,4,1,4,6,7,4,9,11,3,4,1,4,0,4,7,6,4,6,6,10,8,5,4,2,4,5,8,5,5,3,3,7,2,7,2,7,2,5,4,5,2,5,9,3,4,6,4,5
0.028,47,47,48,40,45,50,47,47,41,50,7,6,3,5,2,4,5,4,1,4,6,7,4,9,11,3,4,1,4,0,4,7,6,4,6,6,10,9,6,4,3,4,5,8,5,5,3,3,7,2,7,3,7,2,5,4,5,2,5,9,4,4,6,4,5
0.029,47,47,48,40,45,50,47,47,41,50,7,6,3,5,2,4,5,4,1,4,6,7,4,9,11,3,4,1,4,0,4,7,6,4,6,6,10,9,6,4,3,4,5,8,5,5,3,3,7,2,7,3,7,2,5,4,5,2,5,9,4,4,6,4,5
0.03,45,46,47,39,44,49,45,45,38,48,7,6,3,5,2,4,5,4,2,4,6,7,4,9,11,3,4,2,4,0,5,7,6,4,6,7,10,9,6,4,3,4,5,9,5,5,3,3,7,3,7,3,7,2,6,4,5,2,6,9,4,4,6,4,5
0.031,45,46,47,39,44,49,45,45,38,48,7,6,3,5,2,4,5,4,2,4,6,7,4,9,11,3,4,2,4,0,5,7,6,4,6,7,10,9,6,4,3,4,5,9,5,5,3,3,7,3,7,3,7,2,6,4,5,2,6,9,4,4,6,4,5
0.032,45,46,47,39,44,49,45,45,38,48,7,6,3,5,2,4,5,4,2,4,6,7,4,9,11,3,4,2,4,0,5,7,6,4,6,7,10,9,6,4,3,4,5,9,5,5,3,3,7,3,7,3,7,2,6,4,5,2,6,9,4,4,6,4,5
0.033,45,46,47,39,44,49,45,45,38,48,7,6,3,5,2,4,5,4,2,4,6,7,4,9,11,3,4,2,4,0,5,7,6,4,6,7,10,9,6,4,3,4,5,9,5,5,3,3,7,3,7,3,7,2,6,4,5,2,6,9,4,4,6,4,5
0.034,44,46,45,38,43,49,44,44,38,47,7,6,3,5,2,4,5,4,2,4,6,7,5,9,11,3,4,2,4,0,5,7,6,4,6,7,10,9,6,4,3,4,5,9,6,5,3,3,7,3,7,4,7,2,6,4,5,2,6,9,4,4,7,4,5
0.035,43,46,44,38,42,47,43,44,37,46,7,6,3,5,2,4,5,4,2,4,6,7,5,9,11,3,4,2,4,0,5,7,7,4,6,7,10,9,6,4,3,5,5,9,6,5,3,3,7,3,8,4,7,2,6,4,5,2,6,9,4,4,7,4,6
0.036,42,45,43,38,42,44,40,42,34,42,7,6,3,5,2,4,5,4,2,4,6,7,5,9,11,3,4,2,5,0,5,7,7,6,7,7,11,9,6,5,3,6,5,9,6,5,3,4,7,3,9,4,7,2,6,4,5,2,6,9,4,4,7,4,6
0.037,42,45,43,38,42,44,40,42,34,42,7,6,3,5,2,4,5,4,2,4,6,7,5,9,11,3,4,2,5,0,5,7,7,6,7,7,11,9,6,5,3,6,5,9,6,5,3,4,7,3,9,4,7,2,6,4,5,2,6,9,4,4,7,4,6
0.038,42,45,43,38,42,44,40,42,34,42,7,6,3,5,2,4,5,4,2,4,6,7,5,9,11,3,4,2,5,0,5,7,7,6,7,7,11,9,6,5,3,6,5,9,6,5,3,4,7,3,9,4,7,2,6,4,5,2,6,9,4,4,7,4,6
0.039,38,42,41,37,40,43,38,42,34,41,7,6,3,5,2,4,6,4,3,5,6,8,5,9,11,3,4,2,5,0,5,7,7,6,7,7,11,9,6,5,3,7,5,9,7,6,3,4,7,3,9,4,7,2,6,4,6,2,6,9,4,4,7,4,6
0.04,38,42,39,36,40,42,37,41,32,39,7,6,3,5,2,4,6,4,3,5,6,8,5,9,11,3,4,2,5,0,5,8,7,6,7,7,11,9,6,6,3,7,5,9,7,6,3,4,7,3,9,5,7,3,6,4,6,2,6,10,4,4,7,4,6
0.041,38,42,39,36,40,42,37,41,32,39,7,6,3,5,2,4,6,4,3,5,6,8,5,9,11,3,4,2,5,0,5,8,7,6,7,7,11,9,6,6,3,7,5,9,7,6,3,4,7,3,9,5,7,3,6,4,6,2,6,10,4,4,7,4,6
0.042,38,42,38,36,39,42,38,42,32,39,7,6,3,5,2,4,6,4,3,5,6,8,5,10,11,3,4,2,5,0,5,8,7,6,6,7,11,9,6,6,3,7,5,9,7,6,3,4,7,3,9,5,7,3,6,4,6,2,6,10,4,4,7,4,6
0.043,38,42,37,35,38,39,35,42,32,38,7,6,3,5,2,4,6,4,3,5,6,8,5,10,11,4,5,2,5,0,5,8,7,6,6,7,11,9,6,6,3,7,5,9,7,6,3,4,7,3,10,5,7,3,6,4,7,2,6,10,4,4,7,4,7
0.044,38,42,37,34,36,37,32,39,30,37,7,6,3,5,2,4,6,4,3,5,6,8,5,10,11,4,5,2,5,0,6,8,7,7,7,8,11,9,6,6,3,7,5,9,7,6,3,4,7,3,10,5,7,3,6,4,7,2,7,10,4,4,9,4,7
0.045,38,42,37,34,36,37,32,39,30,37,7,6,3,5,2,4,6,4,3,5,6,8,5,10,11,4,5,2,5,0,6,8,7,7,7,8,11,9,6,6,3,7,5,9,7,6,3,4,7,3,10,5,7,3,6,4,7,2,7,10,4,4,9,4,7
0.046,38,42,37,34,36,37,32,39,30,37,7,6,3,5,2,4,6,4,3,5,6,8,5,10,11,4,5,2,5,0,6,8,7,7,7,8,11,9,6,6,3,7,5,9,7,6,3,4,7,3,10,5,7,3,6,4,7,2,7,10,4,4,9,4,7
0.047,37,42,37,34,34,37,32,38,30,37,7,6,3,5,3,4,6,4,3,5,6,8,5,10,11,4,5,2,5,0,6,8,7,7,7,8,11,9,6,6,3,7,6,9,7,6,3,4,7,3,10,5,7,3,6,4,7,2,7,10,4,4,9,4,7
0.048,37,41,37,34,33,36,31,38,30,37,7,6,3,5,3,4,6,4,3,5,6,8,5,10,11,4,5,2,5,0,6,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,4,7,3,10,5,7,3,6,4,7,2,7,10,4,5,9,4,7
0.049,37,40,34,33,33,31,27,37,30,34,7,6,3,5,3,4,6,4,3,5,6,8,5,10,11,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,4,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.05,37,39,34,32,33,31,27,37,30,34,7,6,3,5,3,4,6,4,3,5,7,8,5,10,11,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,4,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.051,34,38,31,28,30,31,27,37,30,34,7,6,4,5,3,4,6,6,4,5,7,9,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,4,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.052,31,35,31,27,28,31,27,36,30,34,7,6,4,5,3,5,6,7,5,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,5,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.053,31,35,31,27,28,31,27,36,30,34,7,6,4,5,3,5,6,7,5,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,5,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.054,31,35,31,27,28,31,27,36,30,34,7,6,4,5,3,5,6,7,5,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,5,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.055,31,35,31,27,28,31,27,36,30,34,7,6,4,5,3,5,6,7,5,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,5,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.056,31,35,31,27,28,31,27,36,30,34,7,6,4,5,3,5,6,7,5,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,5,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.057,31,35,31,27,28,31,27,36,30,34,7,6,4,5,3,5,6,7,5,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,5,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.058,31,35,31,27,28,31,27,36,30,34,7,6,4,5,3,5,6,7,5,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,6,3,7,6,9,7,7,3,5,7,4,12,5,8,3,6,4,8,2,7,10,4,5,9,4,7
0.059,26,34,30,26,24,29,26,34,26,33,8,6,4,5,3,5,6,7,6,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,10,7,8,3,5,7,4,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.06,26,33,30,26,24,28,26,34,26,33,8,6,4,5,3,5,6,7,6,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,10,7,9,3,5,7,4,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.061,26,33,30,26,24,28,26,34,26,33,8,6,4,5,3,5,6,7,6,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,10,7,9,3,5,7,4,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.062,26,33,30,26,24,28,26,34,26,33,8,6,4,5,3,5,6,7,6,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,10,7,9,3,5,7,4,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.063,26,33,30,26,24,28,26,34,26,33,8,6,4,5,3,5,6,7,6,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,10,7,9,3,5,7,4,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.064,26,33,30,26,24,28,26,34,26,33,8,6,4,5,3,5,6,7,6,5,7,10,6,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,10,7,9,3,5,7,4,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.065,24,30,28,23,23,28,26,34,24,32,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,7,9,3,5,8,5,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.066,24,30,28,23,23,28,26,34,24,32,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,7,9,3,5,8,5,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.067,24,30,28,23,23,28,26,34,24,32,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,7,9,3,5,8,5,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.068,24,30,28,23,23,28,26,34,24,32,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,7,9,3,5,8,5,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.069,24,30,28,23,23,28,26,34,24,32,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,7,9,3,5,8,5,12,5,9,3,6,4,8,2,8,10,4,6,10,5,7
0.07,23,28,27,23,22,27,24,34,23,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.071,23,28,27,23,22,27,24,34,23,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.072,23,28,27,23,22,27,24,34,23,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.073,23,28,27,23,22,27,24,34,23,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.074,23,28,27,23,22,27,24,34,23,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.075,23,28,27,23,22,27,24,34,23,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.076,23,28,27,23,22,27,24,34,23,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.077,23,28,27,23,22,27,24,34,23,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,7,8,11,9,6,7,4,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.078,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.079,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.08,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.081,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.082,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.083,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.084,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.085,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.086,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.087,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.088,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
0.089,22,28,27,23,22,26,23,31,21,31,8,6,4,5,3,5,6,8,6,5,7,11,8,10,12,5,6,2,5,1,7,8,7,7,8,8,11,11,6,7,5,7,6,11,8,9,4,5,9,5,12,6,9,3,6,4,8,2,8,10,5,6,10,5,7
