TIME(s)	'pip2,ap2'	'ap2,clat'	'clat,clat'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
7.56	160	1	5	0	0	0	0	0	0	0	1892
7.575	160	1	5	0	0	0	0	0	0	0	1895
7.59	161	1	4	0	0	0	0	0	0	0	1898
7.605	162	1	4	0	0	0	0	0	0	0	1903
7.62	163	1	4	0	0	0	0	0	0	0	1908
7.635	164	1	2	0	0	0	0	0	0	0	1909
7.65	161	1	2	0	0	0	0	0	0	0	1910
7.665	162	1	3	0	0	0	0	0	0	0	1913
7.68	163	1	4	0	0	0	0	0	0	0	1916
7.695	163	1	6	0	0	0	0	0	0	0	1921
7.71	164	1	5	0	0	0	0	0	0	0	1923
7.725	164	1	5	0	0	0	0	0	0	1	1928
7.74	164	1	6	0	0	0	0	0	0	1	1931
7.755	165	1	6	0	0	0	0	0	0	1	1936
7.77	168	1	5	0	0	0	0	0	0	1	1940
7.785	167	1	7	0	0	0	0	0	0	1	1943
7.8	165	1	5	0	0	0	0	0	0	1	1945
7.815	161	1	5	0	0	0	0	0	0	1	1947
7.83	161	1	3	0	0	0	0	0	0	1	1950
7.845	161	1	3	0	0	0	0	0	0	1	1952
7.86	160	1	2	0	0	0	0	0	0	1	1955
7.875	162	1	3	0	0	0	0	0	0	1	1958
7.89	165	1	4	0	0	0	0	0	0	1	1962
7.905	163	2	5	0	0	0	0	0	0	1	1965
7.92	160	2	4	0	0	0	0	0	0	1	1967
7.935	161	2	6	0	0	0	0	0	0	1	1970
7.95	163	2	5	0	0	0	0	0	0	1	1974
7.965	165	2	5	0	0	0	0	0	0	1	1979
7.98	162	2	5	0	0	0	0	0	0	1	1981
7.995	165	2	6	0	0	0	0	0	0	1	1985
8.01	163	2	8	0	0	0	0	0	0	1	1989
8.025	164	2	9	0	0	0	0	0	0	1	1993
8.04	164	2	9	0	0	0	0	0	0	1	1997
8.055	162	2	11	0	0	0	0	0	0	1	2001
8.07	163	2	9	0	0	0	0	0	0	1	2005
8.085	161	2	7	0	0	0	0	0	0	1	2007
8.1	160	2	8	0	0	0	0	0	0	1	2010
8.115	160	2	9	0	0	0	0	0	0	1	2012
8.13	160	2	7	0	0	0	0	0	0	1	2013
8.145	161	2	6	0	0	0	0	0	0	1	2015
8.16	163	2	7	0	0	0	0	0	0	1	2020
8.175	162	2	8	0	0	0	0	0	0	1	2023
8.19	163	2	4	0	0	0	0	0	0	1	2025
8.205	166	2	4	0	0	0	0	0	0	1	2028
8.22	164	2	4	0	0	0	0	0	0	1	2030
8.235	165	2	4	0	0	0	0	0	0	1	2034
8.25	162	2	4	0	0	0	0	0	0	1	2034
8.265	166	2	7	0	0	0	0	0	0	1	2041
8.28	166	2	8	0	0	0	0	0	0	1	2045
8.295	166	2	9	0	0	0	0	0	0	1	2048
8.31	166	2	8	0	0	0	0	0	0	1	2054
8.325	165	2	7	0	0	0	0	0	0	1	2056
8.34	166	2	7	0	0	0	0	0	0	1	2059
8.355	166	2	6	0	0	0	0	0	0	1	2060
8.37	166	2	8	0	0	0	0	0	0	1	2065
8.385	164	2	7	0	0	0	0	0	0	1	2068
8.4	162	2	7	0	0	0	0	0	0	1	2071
8.415	161	2	6	0	0	0	0	0	0	1	2073
8.43	161	2	6	0	0	0	0	0	0	1	2077
8.445	165	2	4	0	0	0	0	0	0	1	2081
8.46	166	2	4	0	0	0	0	0	0	1	2084
8.475	162	2	4	0	0	0	0	0	0	1	2085
8.49	164	2	7	0	0	0	0	0	0	1	2091
8.505	160	2	8	0	0	0	0	0	0	1	2092
8.52	161	2	11	0	0	0	0	0	0	1	2097
8.535	160	2	9	0	0	0	0	0	0	1	2100
8.55	161	2	8	0	0	0	0	0	0	1	2103
8.565	163	2	5	0	0	0	0	0	0	1	2105
8.58	162	2	5	0	0	0	0	0	0	1	2107
8.595	161	2	6	0	0	0	0	0	0	1	2109
8.61	158	2	7	0	0	0	0	0	0	1	2112
8.625	160	2	7	0	0	0	0	0	0	1	2118
8.64	157	2	9	0	0	0	0	0	0	1	2123
8.655	156	2	12	0	0	0	0	0	0	1	2128
8.67	157	2	12	0	0	0	0	0	0	1	2131
8.685	158	2	11	0	0	0	0	0	0	1	2134
8.7	158	2	9	0	0	0	0	0	0	1	2135
8.715	157	2	10	0	0	0	0	0	0	1	2137
8.73	157	2	7	0	0	0	0	0	0	1	2141
8.745	157	2	9	0	0	0	0	0	0	1	2144
8.76	156	2	10	0	0	0	0	0	0	1	2147
8.775	155	2	9	0	0	0	0	0	0	1	2147
8.79	157	2	7	0	0	0	0	0	0	1	2152
8.805	157	2	4	0	0	0	0	0	0	1	2155
8.82	155	2	6	0	0	0	0	0	0	1	2160
8.835	154	2	8	0	0	0	0	0	0	1	2162
8.85	152	2	9	0	0	0	0	0	0	1	2167
8.865	151	2	9	0	0	0	0	0	0	1	2169
8.88	151	2	9	0	0	0	0	0	0	1	2173
8.895	151	2	8	0	0	0	0	0	0	1	2180
8.91	150	2	8	0	0	0	0	0	0	1	2182
8.925	151	2	12	0	0	0	0	0	0	1	2191
8.94	151	2	12	0	0	0	0	0	0	1	2194
8.955	151	2	11	0	0	0	0	0	0	1	2195
8.97	151	2	9	0	0	0	0	0	0	1	2199
8.985	154	2	11	0	0	0	0	0	0	1	2210
9	158	2	15	0	0	0	0	0	0	1	2219
9.015	156	2	14	0	0	0	0	0	0	1	2221
9.03	156	2	14	0	0	0	0	0	0	1	2227
9.045	156	2	13	0	0	0	0	0	0	1	2231
9.06	156	2	10	0	0	0	0	0	0	1	2233
9.075	156	2	8	0	0	0	0	0	0	1	2237
9.09	155	2	8	0	0	0	0	0	0	1	2238
9.105	158	2	12	0	0	0	0	0	0	1	2246
9.12	161	2	11	0	0	0	0	0	0	1	2250
9.135	162	2	8	0	0	0	0	0	0	1	2255
9.15	160	2	10	0	0	0	0	0	0	1	2258
9.165	161	2	10	0	0	0	0	0	0	1	2264
9.18	159	2	8	0	0	0	0	0	0	1	2267
9.195	158	2	8	0	0	0	0	0	0	1	2268
9.21	161	2	10	0	0	0	0	0	0	1	2273
9.225	162	2	12	0	0	0	0	0	0	1	2278
9.24	162	2	11	0	0	0	0	0	0	1	2281
9.255	164	2	13	0	0	0	0	0	0	1	2287
9.27	165	2	12	0	0	0	0	0	0	1	2291
9.285	167	2	15	0	0	0	0	0	0	1	2299
9.3	166	2	14	0	0	0	0	0	0	1	2300
9.315	164	2	13	0	0	0	0	0	0	1	2303
9.33	165	2	14	0	0	0	0	0	0	1	2311
9.345	162	2	13	0	0	0	0	0	0	1	2311
9.36	161	2	12	0	0	0	0	0	0	1	2315
9.375	162	2	11	0	0	0	0	0	0	1	2319
9.39	163	2	11	0	0	0	0	0	0	1	2325
9.405	161	2	11	0	0	0	0	0	0	1	2329
9.42	159	2	13	0	0	0	0	0	0	1	2333
9.435	158	2	12	0	0	0	0	0	0	1	2337
9.45	156	2	11	0	0	0	0	0	0	1	2337
9.465	158	2	12	0	0	0	0	0	0	1	2342
9.48	156	2	12	0	0	0	0	0	0	1	2344
9.495	155	2	13	0	0	0	0	0	0	1	2347
9.51	153	2	12	0	0	0	0	0	0	1	2347
9.525	155	2	11	0	0	0	0	0	0	1	2355
9.54	152	2	10	0	0	0	0	0	0	1	2357
9.555	154	2	9	0	0	0	0	0	0	1	2363
9.57	155	2	11	0	0	0	0	0	0	1	2372
9.585	159	2	12	0	0	0	0	0	0	1	2378
9.6	160	2	9	0	0	0	0	0	0	1	2382
9.615	159	2	10	0	0	0	0	0	0	1	2383
9.63	163	2	7	0	0	0	0	0	0	1	2387
9.645	161	2	7	0	0	0	0	0	0	1	2390
9.66	158	2	7	0	0	0	0	0	0	1	2392
9.675	158	2	6	0	0	0	0	0	0	1	2395
9.69	161	2	7	0	0	0	0	0	0	1	2402
9.705	165	2	7	0	0	0	0	0	0	1	2409
9.72	164	2	6	0	0	0	0	0	0	1	2414
9.735	160	2	8	0	0	0	0	0	0	1	2418
9.75	157	2	9	0	0	0	0	0	0	1	2423
9.765	158	2	9	0	0	0	0	0	0	1	2427
9.78	157	2	6	0	0	0	0	0	0	1	2429
9.795	160	2	5	0	0	0	0	0	0	1	2433
9.81	162	2	4	0	0	0	0	0	0	1	2437
9.825	161	2	5	0	0	0	0	0	0	1	2440
9.84	163	2	6	0	0	0	0	0	0	1	2443
9.855	163	3	7	0	0	0	0	1	0	1	2449
9.87	160	3	9	0	0	0	0	1	0	1	2452
9.885	159	3	7	0	0	0	0	1	0	1	2452
9.9	161	3	7	0	0	0	0	1	0	1	2457
9.915	157	3	6	0	0	0	0	1	0	1	2458
9.93	155	3	6	0	0	0	0	1	0	1	2462
9.945	155	3	8	0	0	0	0	1	0	1	2468
9.96	155	3	7	0	0	0	0	1	0	1	2471
9.975	155	3	10	0	0	0	0	1	0	1	2479
9.99	155	3	11	0	0	0	0	1	0	1	2482
10.005	154	3	11	0	0	0	0	1	0	1	2487
10.02	154	3	9	0	0	0	0	1	0	1	2489
10.035	154	3	10	0	0	0	0	1	0	1	2493
10.05	155	3	10	0	0	0	0	1	0	1	2495
10.065	156	3	10	0	0	0	0	1	0	1	2499
10.08	157	3	11	0	0	0	0	1	0	1	2504
10.095	156	3	11	0	0	0	0	1	0	1	2507
10.11	156	3	9	0	0	0	0	1	0	1	2510
10.125	158	3	10	0	0	0	0	1	0	1	2515
10.14	157	3	9	0	0	0	0	1	0	1	2517
10.155	159	3	11	0	0	0	0	1	0	1	2524
10.17	159	3	7	0	0	0	0	1	0	1	2526
10.185	158	3	3	0	0	0	0	1	0	1	2527
10.2	158	3	5	0	0	0	0	1	0	1	2536
10.215	159	3	6	0	0	0	0	1	0	1	2541
10.23	161	3	6	0	0	0	0	1	0	1	2545
10.245	160	3	7	0	0	0	0	1	0	1	2549
10.26	162	3	9	0	0	0	0	1	0	1	2556
10.275	163	3	13	0	0	0	0	1	0	1	2564
10.29	163	3	9	0	0	0	0	1	0	1	2565
10.305	165	3	9	0	0	0	0	1	0	1	2569
10.32	163	3	6	0	0	0	0	1	0	1	2571
10.335	163	3	7	0	0	0	0	1	0	1	2576
10.35	161	3	9	0	0	0	0	1	0	1	2579
10.365	158	3	7	0	0	0	0	1	0	1	2582
10.38	159	3	6	0	0	0	0	1	0	1	2587
10.395	156	3	8	0	0	0	0	1	0	1	2590
10.41	154	3	10	0	0	0	0	1	0	1	2595
10.425	156	3	10	0	0	0	0	1	0	1	2598
10.44	154	3	10	0	0	0	0	1	0	1	2601
10.455	154	3	10	0	0	0	0	1	0	1	2603
10.47	153	3	12	0	0	0	0	1	0	1	2607
10.485	156	3	8	0	0	0	0	1	0	1	2614
10.5	157	3	9	0	0	0	0	1	0	1	2620
10.515	153	3	9	0	0	0	0	1	0	1	2623
10.53	157	3	8	0	0	0	0	1	0	1	2629
10.545	158	3	9	0	0	0	0	1	0	1	2632
10.56	158	3	11	0	0	0	0	1	0	1	2639
10.575	156	3	12	0	0	0	0	1	0	1	2647
10.59	156	3	9	0	0	0	0	1	0	1	2649
10.605	155	3	10	0	0	0	0	1	0	1	2650
10.62	153	3	9	0	0	0	0	1	0	1	2653
10.635	155	3	8	0	0	0	0	1	0	1	2656
10.65	159	3	7	0	0	0	0	1	0	1	2662
10.665	157	3	7	0	0	0	0	1	0	1	2662
10.68	157	3	8	0	0	0	0	1	0	1	2665
10.695	157	3	9	0	0	0	0	1	0	1	2668
10.71	158	3	10	0	0	0	0	1	0	1	2673
10.725	163	3	8	0	0	0	0	1	0	1	2678
10.74	164	3	5	0	0	0	0	1	0	1	2681
10.755	163	3	6	0	0	0	0	1	0	1	2682
10.77	161	3	7	0	0	0	0	1	0	1	2685
10.785	160	3	10	0	0	0	0	1	0	1	2688
10.8	161	3	10	0	0	0	0	1	0	1	2691
10.815	165	3	9	0	0	0	0	1	0	1	2697
10.83	164	3	10	0	0	0	0	1	0	1	2701
10.845	165	3	11	0	0	0	0	1	0	1	2706
10.86	164	3	10	0	0	0	0	1	0	1	2706
10.875	163	3	9	0	0	0	0	1	0	1	2707
10.89	162	3	9	0	0	0	0	1	0	1	2710
10.905	162	3	8	0	0	0	0	1	0	1	2715
10.92	164	3	7	0	0	0	0	1	0	1	2718
10.935	164	3	5	0	0	0	0	1	0	1	2720
10.95	166	3	5	0	0	0	0	1	0	1	2726
10.965	167	3	6	0	0	0	0	1	0	1	2730
10.98	163	3	6	0	0	0	0	1	0	1	2732
10.995	162	3	6	0	0	0	0	1	0	1	2734
11.01	161	3	8	0	0	0	0	1	0	1	2738
11.025	158	3	10	0	0	0	0	1	0	1	2741
11.04	158	3	10	0	0	0	0	1	0	1	2742
11.055	158	3	10	0	0	0	0	1	0	1	2746
11.07	161	3	9	0	0	0	0	1	0	1	2755
11.085	162	3	8	0	0	0	0	1	0	1	2761
11.1	162	3	10	0	0	0	0	1	0	1	2764
11.115	161	3	10	0	0	0	0	1	0	1	2768
11.13	159	3	11	0	0	0	0	1	0	1	2770
11.145	160	3	9	0	0	0	0	1	0	1	2774
11.16	159	3	7	0	0	0	0	1	0	1	2774
11.175	157	3	6	0	0	0	0	1	0	1	2776
11.19	158	3	9	0	0	0	0	1	0	1	2782
11.205	158	3	10	0	0	0	0	1	0	1	2785
11.22	158	3	10	0	0	0	0	1	0	1	2787
11.235	157	3	11	0	0	0	0	1	0	1	2792
11.25	157	3	9	0	0	0	0	1	0	1	2796
11.265	158	3	12	0	0	0	0	1	0	1	2803
11.28	158	3	12	0	0	0	0	1	0	1	2807
11.295	161	3	13	0	0	0	0	1	0	1	2812
11.31	160	3	11	0	0	0	0	1	0	1	2815
11.325	158	3	9	0	0	0	0	1	0	1	2817
11.34	162	3	6	0	0	0	0	1	0	1	2822
11.355	165	3	5	0	0	0	0	1	0	1	2828
11.37	160	3	5	0	0	0	0	1	0	1	2831
11.385	162	3	4	0	0	0	0	1	0	1	2833
11.4	157	3	8	0	0	0	0	1	0	1	2838
11.415	156	3	8	0	0	0	0	1	0	1	2839
11.43	153	4	10	0	0	0	0	1	0	1	2843
11.445	154	4	9	0	0	0	0	1	0	1	2846
11.46	158	4	10	0	0	0	0	1	0	1	2852
11.475	156	4	11	0	0	0	0	1	0	1	2854
11.49	156	4	12	0	0	0	0	1	0	1	2859
11.505	161	4	10	0	0	0	0	1	0	1	2866
11.52	159	4	9	0	0	0	0	1	0	1	2867
11.535	161	4	9	0	0	0	0	1	0	1	2872
11.55	164	4	9	0	0	0	0	1	0	1	2878
11.565	160	4	8	0	0	0	0	1	0	1	2879
11.58	158	4	9	0	0	0	0	1	0	1	2881
11.595	161	4	9	0	0	0	0	1	0	1	2884
11.61	163	4	7	0	0	0	0	1	0	1	2888
11.625	164	4	8	0	0	0	0	1	0	1	2893
11.64	163	4	10	0	0	0	0	1	0	1	2895
11.655	167	4	10	0	0	0	0	1	0	1	2904
11.67	167	4	9	0	0	0	0	1	0	1	2907
11.685	168	4	9	0	0	0	0	1	0	1	2911
11.7	170	4	9	0	0	0	0	1	0	1	2915
11.715	167	4	11	0	0	0	0	1	0	1	2918
11.73	168	4	11	0	0	0	0	1	0	1	2920
11.745	167	4	9	0	0	0	0	1	0	1	2921
11.76	164	4	8	0	0	0	0	1	0	1	2925
11.775	165	4	6	0	0	0	0	1	0	1	2928
11.79	165	4	6	0	0	0	0	1	0	1	2928
11.805	165	4	8	0	0	0	0	1	0	1	2931
11.82	162	4	7	0	0	0	0	1	0	1	2938
11.835	161	4	7	0	0	0	0	1	0	1	2939
11.85	162	4	9	0	0	0	0	1	0	1	2946
11.865	165	4	7	0	0	0	0	1	0	1	2954
11.88	164	4	6	0	0	0	0	1	0	1	2956
11.895	161	4	4	0	0	0	0	1	0	1	2958
11.91	158	4	4	0	0	0	0	1	0	1	2961
11.925	157	4	6	0	0	0	0	1	0	1	2966
11.94	158	4	4	0	0	0	0	1	0	1	2969
11.955	158	4	4	0	0	0	0	1	0	1	2974
11.97	158	4	3	0	0	0	0	1	0	1	2977
11.985	156	4	3	0	0	0	0	1	0	1	2979
12	155	4	5	0	0	0	0	1	0	1	2984
12.015	155	4	5	0	0	0	0	1	0	1	2990
12.03	158	4	4	0	0	0	0	1	0	1	2995
12.045	158	4	4	0	0	0	0	1	0	1	2998
12.06	157	4	4	0	0	0	0	1	0	1	3000
12.075	155	4	4	0	0	0	0	1	0	1	3003
12.09	156	4	5	0	0	0	0	1	0	1	3009
12.105	160	4	5	0	0	0	0	1	0	1	3016
12.12	161	4	6	0	0	0	0	1	0	1	3020
12.135	160	4	7	0	0	0	0	1	0	1	3025
12.15	159	4	6	0	0	0	0	1	0	1	3028
12.165	160	4	6	0	0	0	0	1	0	1	3032
12.18	162	4	4	0	0	0	0	1	0	1	3039
12.195	163	4	6	0	0	0	0	1	0	1	3042
12.21	162	4	6	0	0	0	0	1	0	1	3042
12.225	160	4	7	0	0	0	0	1	0	1	3044
12.24	162	4	6	0	0	0	0	1	0	1	3047
12.255	163	4	8	0	0	0	0	1	0	1	3053
12.27	162	4	8	0	0	0	0	1	0	1	3054
12.285	161	4	7	0	0	0	0	1	0	1	3055
12.3	161	4	7	0	0	0	0	1	0	1	3060
12.315	160	4	4	0	0	0	0	1	0	1	3061
12.33	163	4	5	0	0	0	0	1	0	1	3067
12.345	163	4	6	0	0	0	0	1	0	1	3071
12.36	162	4	6	0	0	0	0	1	0	1	3074
12.375	160	4	7	0	0	0	0	1	0	1	3075
12.39	160	4	7	0	0	0	0	1	0	1	3078
12.405	160	4	8	0	0	0	0	1	0	1	3083
12.42	158	4	7	0	0	0	0	1	0	1	3084
12.435	159	4	8	0	0	0	0	1	0	1	3089
12.45	159	4	7	0	0	0	0	1	0	1	3092
12.465	158	4	9	0	0	0	0	1	0	1	3097
12.48	161	4	8	0	0	0	0	1	0	1	3102
12.495	161	4	10	0	0	0	0	1	0	1	3105
12.51	164	4	9	0	0	0	0	1	0	1	3113
12.525	167	4	8	0	0	0	0	1	0	1	3117
12.54	166	4	8	0	0	0	0	1	0	1	3119
12.555	166	4	7	0	0	0	0	1	0	1	3123
12.57	168	4	7	0	0	0	0	1	0	1	3125
12.585	165	4	6	0	0	0	0	1	0	1	3126
12.6	164	4	8	0	0	0	0	1	0	1	3132
12.615	163	4	9	0	0	0	0	1	0	1	3133
12.63	165	4	8	0	0	0	0	1	0	1	3137
12.645	165	4	7	0	0	0	0	1	0	1	3138
12.66	165	4	8	0	0	0	0	1	0	1	3141
12.675	165	4	7	0	0	0	0	1	0	1	3142
12.69	165	4	7	0	0	0	0	1	0	1	3148
12.705	165	4	6	0	0	0	0	1	0	1	3149
12.72	165	4	5	0	0	0	0	1	0	1	3152
12.735	163	4	6	0	0	0	0	1	0	1	3155
12.75	163	4	6	0	0	0	0	1	0	1	3157
12.765	164	4	7	0	0	0	0	1	0	1	3159
12.78	162	4	8	0	0	0	0	1	0	1	3162
12.795	163	4	8	0	0	0	0	1	0	1	3167
12.81	161	4	10	0	0	0	0	1	0	1	3175
12.825	159	4	10	0	0	0	0	1	0	1	3176
12.84	163	4	9	0	0	0	0	1	0	1	3180
12.855	163	4	10	0	0	0	0	1	0	1	3184
12.87	166	4	12	0	0	0	0	1	0	1	3192
12.885	160	4	10	0	0	0	0	1	0	1	3194
12.9	159	4	10	0	0	0	0	1	0	1	3196
12.915	157	4	8	0	0	0	0	1	0	1	3198
12.93	161	4	7	0	0	0	0	1	0	1	3205
12.945	161	4	8	0	0	0	0	1	0	1	3209
12.96	160	4	9	0	0	0	0	1	0	1	3214
12.975	160	4	7	0	0	0	0	1	0	1	3217
12.99	161	4	6	0	0	0	0	1	0	1	3220
13.005	156	4	6	0	0	0	0	1	0	1	3225
13.02	156	4	5	0	0	0	0	1	0	1	3229
13.035	156	4	9	0	0	0	0	1	0	1	3235
13.05	153	4	7	0	0	0	0	1	0	1	3235
13.065	158	4	10	0	0	0	0	1	0	1	3245
13.08	159	4	10	0	0	0	0	1	0	1	3249
13.095	160	4	5	0	0	0	0	1	0	1	3254
13.11	160	4	5	0	0	0	0	1	0	1	3256
13.125	161	4	7	0	0	0	0	1	0	1	3261
13.14	164	4	8	0	0	0	0	1	0	1	3268
13.155	162	4	8	0	0	0	0	1	0	1	3270
13.17	158	4	10	0	0	0	0	1	0	1	3276
13.185	155	4	10	0	0	0	0	1	0	1	3281
13.2	155	4	9	0	0	0	0	1	0	1	3288
13.215	155	4	9	0	0	0	0	1	0	1	3291
13.23	155	4	11	0	0	0	0	1	0	1	3296
13.245	155	4	11	0	0	0	0	1	0	1	3300
13.26	153	4	10	0	0	0	0	1	0	1	3302
13.275	157	4	8	0	0	0	0	1	0	1	3308
13.29	156	4	7	0	0	0	0	1	0	1	3312
13.305	154	4	7	0	0	0	0	1	0	1	3314
13.32	156	4	7	0	0	0	0	1	0	1	3317
13.335	156	4	4	0	0	0	0	1	0	1	3319
13.35	156	4	8	0	0	0	0	1	0	1	3327
13.365	159	4	7	0	0	0	0	1	0	1	3331
13.38	160	4	6	0	0	0	0	1	0	1	3333
13.395	160	4	8	0	0	0	0	1	0	1	3336
13.41	162	4	9	0	0	0	0	1	0	1	3340
13.425	161	4	12	0	0	0	0	1	0	1	3348
13.44	162	4	11	0	0	0	0	1	0	1	3352
13.455	161	4	10	0	0	0	0	1	0	1	3354
13.47	158	4	9	0	0	0	0	1	0	1	3357
13.485	158	4	8	0	0	0	0	1	0	1	3359
13.5	159	4	10	0	0	0	0	1	0	1	3363
13.515	161	4	10	0	0	0	0	1	0	1	3366
13.53	163	4	8	0	0	0	0	1	0	1	3372
13.545	163	4	7	0	0	0	0	1	0	1	3374
13.56	163	4	8	0	0	0	0	1	0	1	3379
13.575	161	4	9	0	0	0	0	1	0	1	3382
13.59	163	4	11	0	0	0	0	1	0	1	3389
13.605	163	4	11	0	0	0	0	1	0	1	3393
13.62	166	4	11	0	0	0	0	1	0	1	3398
13.635	164	4	15	0	0	0	0	1	0	1	3403
13.65	164	4	10	0	0	0	0	1	0	1	3407
13.665	161	4	9	0	0	0	0	1	0	1	3411
13.68	160	4	10	0	0	0	0	1	0	1	3416
13.695	160	4	11	0	0	0	0	1	0	1	3418
13.71	160	4	9	0	0	0	0	1	0	1	3420
13.725	160	4	10	0	0	0	0	1	0	1	3425
13.74	160	4	13	0	0	0	0	1	0	1	3432
13.755	159	4	13	0	0	0	0	1	0	1	3435
13.77	162	4	12	0	0	0	0	1	0	1	3441
13.785	162	4	11	0	0	0	0	1	0	1	3445
13.8	160	4	11	0	0	0	0	1	0	1	3447
13.815	159	4	10	0	0	0	0	1	0	1	3449
13.83	161	4	6	0	0	0	0	1	0	1	3452
13.845	162	4	7	0	0	0	0	1	0	1	3456
13.86	162	4	5	0	0	0	0	1	0	1	3458
13.875	167	4	6	0	0	0	0	1	0	1	3465
13.89	166	4	6	0	0	0	0	1	0	1	3467
13.905	165	4	5	0	0	0	0	1	0	1	3470
13.92	164	4	6	0	0	0	0	1	0	1	3475
13.935	161	4	6	0	0	0	0	1	0	1	3478
13.95	161	4	4	0	0	0	0	1	0	1	3481
13.965	158	4	4	0	0	0	0	1	0	1	3483
13.98	159	4	6	0	0	0	0	1	0	1	3488
13.995	157	4	6	0	0	0	0	1	0	1	3496
14.01	159	4	8	0	0	0	0	1	0	1	3501
14.025	159	4	7	0	0	0	0	1	0	1	3504
14.04	161	4	6	0	0	0	0	1	0	1	3509
14.055	162	4	6	0	0	0	0	1	0	1	3514
14.07	162	4	9	0	0	0	0	1	0	1	3519
14.085	163	4	8	0	0	0	0	1	0	1	3527
14.1	161	4	7	0	0	0	0	1	0	1	3528
14.115	162	4	7	0	0	0	0	1	0	1	3532
14.13	163	4	7	0	0	0	0	1	0	1	3536
14.145	162	4	7	0	0	0	0	1	0	1	3538
14.16	162	4	7	0	0	0	0	1	0	1	3541
14.175	160	4	6	0	0	0	0	1	0	1	3543
14.19	161	4	6	0	0	0	0	1	0	1	3545
14.205	162	4	5	0	0	0	0	1	0	1	3549
14.22	162	4	5	0	0	0	0	1	0	1	3551
14.235	160	4	5	0	0	0	0	1	0	1	3553
14.25	158	4	7	0	0	0	0	1	0	1	3558
14.265	157	4	7	0	0	0	0	1	0	1	3561
14.28	159	4	7	0	0	0	0	1	0	1	3565
14.295	158	4	7	0	0	0	0	1	0	1	3570
14.31	157	4	7	0	0	0	0	1	0	1	3572
14.325	156	5	9	0	0	0	0	1	0	1	3577
14.34	157	5	8	0	0	0	0	1	0	1	3581
14.355	158	5	8	0	0	0	0	1	0	1	3582
14.37	161	5	10	0	0	0	0	1	0	1	3592
14.385	158	5	11	0	0	0	0	1	0	1	3597
14.4	156	5	8	0	0	0	0	1	0	1	3599
14.415	160	5	7	0	0	0	0	1	0	1	3606
14.43	161	5	6	0	0	0	0	1	0	1	3610
14.445	162	5	7	0	0	0	0	1	0	1	3614
14.46	162	5	9	0	0	0	0	1	0	1	3620
14.475	162	5	7	0	0	0	0	1	0	1	3624
14.49	158	5	9	0	0	0	0	1	0	1	3626
14.505	158	5	10	0	0	0	0	1	0	1	3630
14.52	161	5	9	0	0	0	0	1	0	1	3634
14.535	160	5	10	0	0	0	0	1	0	1	3639
14.55	158	5	11	0	0	0	0	1	0	1	3644
14.565	158	5	11	0	0	0	0	1	0	1	3647
14.58	159	5	9	0	0	0	0	1	0	1	3650
14.595	159	5	11	0	0	0	0	1	0	1	3653
14.61	158	5	10	0	0	0	0	1	0	1	3655
14.625	159	5	11	0	0	0	0	1	0	1	3658
14.64	159	4	11	0	0	0	0	1	0	1	3658
14.655	162	4	11	0	0	0	0	1	0	1	3663
14.67	163	4	11	0	0	0	0	1	0	1	3665
14.685	161	4	10	0	0	0	0	1	0	1	3668
14.7	158	4	9	0	0	0	0	1	0	1	3672
14.715	162	4	9	0	0	0	0	1	0	1	3679
14.73	163	4	7	0	0	0	0	1	0	1	3682
14.745	165	4	7	0	0	0	0	1	0	1	3685
14.76	165	4	7	0	0	0	0	1	0	1	3687
14.775	166	4	8	0	0	0	0	1	0	1	3690
14.79	164	4	7	0	0	0	0	1	0	1	3690
14.805	162	4	8	0	0	0	0	1	0	1	3693
14.82	163	4	9	0	0	0	0	1	0	1	3696
14.835	163	4	11	0	0	0	0	1	0	1	3701
14.85	166	4	11	0	0	0	0	1	0	1	3706
14.865	166	4	10	0	0	0	0	1	0	1	3709
14.88	165	5	12	0	0	0	0	1	0	1	3714
14.895	159	5	15	0	0	0	0	1	0	1	3717
14.91	160	5	15	0	0	0	0	1	0	1	3721
14.925	158	5	11	0	0	0	0	1	0	1	3725
14.94	160	5	11	0	0	0	0	1	0	1	3730
14.955	162	5	9	0	0	0	0	1	0	1	3734
14.97	162	5	9	0	0	0	0	1	0	1	3739
14.985	160	5	9	0	0	0	0	1	0	1	3741
15	160	5	10	0	0	0	0	1	0	1	3746
15.015	163	5	6	0	0	0	0	1	0	1	3750
15.03	161	5	6	0	0	0	0	1	0	1	3752
15.045	163	5	4	0	0	0	0	1	0	1	3755
15.06	162	5	5	0	0	0	0	1	0	1	3759
15.075	158	5	7	0	0	0	0	1	0	1	3763
15.09	160	5	7	0	0	0	0	1	0	1	3767
15.105	160	5	8	0	0	0	0	1	0	1	3770
15.12	159	5	8	0	0	0	0	1	0	1	3774
15.135	162	5	7	0	0	0	0	1	0	1	3780
15.15	161	5	7	0	0	0	0	1	0	1	3782
15.165	160	5	7	0	0	0	0	1	0	1	3785
15.18	160	5	9	0	0	0	0	1	0	1	3791
15.195	163	5	10	0	0	0	0	1	0	1	3797
15.21	161	5	9	0	0	0	0	1	0	1	3801
15.225	159	5	10	0	0	0	0	1	0	1	3804
15.24	156	5	13	0	0	0	0	1	0	1	3809
15.255	159	6	12	0	0	0	0	1	0	1	3818
