TIME(s)	'pip2,ap2'	'ap2,clat'	'clat,clat'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
50.04	162	26	21	0	11	22	0	407	0	6	14199
50.055	161	26	21	0	11	22	0	407	0	6	14203
50.07	161	26	22	0	11	22	0	407	0	6	14206
50.085	160	26	22	0	11	22	0	409	0	6	14212
50.1	157	26	21	0	11	22	0	409	0	6	14218
50.115	158	26	19	0	11	22	0	409	0	6	14222
50.13	161	26	21	0	11	22	0	409	0	6	14230
50.145	163	26	20	0	11	22	0	409	0	6	14236
50.16	164	26	22	0	11	22	0	409	0	6	14243
50.175	167	26	21	0	11	22	0	409	0	6	14249
50.19	165	26	23	0	11	22	0	409	0	6	14253
50.205	165	26	25	0	11	22	0	409	0	6	14256
50.22	166	26	21	0	11	22	0	409	0	6	14260
50.235	165	26	18	0	11	22	0	409	0	6	14264
50.25	166	26	22	0	11	22	0	409	0	6	14272
50.265	164	26	23	0	11	22	0	409	0	6	14276
50.28	167	26	23	0	11	22	0	409	0	6	14286
50.295	166	26	21	0	11	22	0	409	0	6	14288
50.31	164	26	20	0	11	22	0	409	0	6	14291
50.325	166	26	21	0	11	22	0	409	0	6	14298
50.34	164	26	18	0	11	22	0	409	0	6	14302
50.355	164	26	20	0	11	22	0	409	0	6	14309
50.37	158	26	19	0	11	22	0	409	0	6	14311
50.385	163	26	20	0	11	22	0	409	0	6	14320
50.4	161	26	23	0	11	22	0	409	0	6	14325
50.415	159	26	21	0	11	22	0	409	0	6	14331
50.43	160	26	22	0	11	22	0	409	0	6	14338
50.445	160	26	22	0	11	22	0	409	0	6	14342
50.46	159	26	26	0	11	22	0	409	0	6	14349
50.475	156	26	26	0	11	22	0	409	0	6	14354
50.49	158	26	23	0	11	22	0	409	0	6	14358
50.505	161	26	23	0	11	22	0	409	0	6	14366
50.52	159	26	22	0	11	22	0	409	0	6	14372
50.535	156	26	20	0	11	22	0	409	0	6	14373
50.55	156	26	20	0	11	22	0	409	0	6	14377
50.565	156	26	21	0	11	22	0	410	0	6	14387
50.58	154	26	20	0	11	22	0	411	0	6	14390
50.595	150	26	18	0	11	22	0	411	0	6	14392
50.61	151	26	16	0	11	22	0	413	0	6	14397
50.625	152	26	15	0	11	22	0	413	0	6	14403
50.64	154	26	17	0	11	22	0	413	0	6	14409
50.655	153	26	17	0	11	22	0	413	0	6	14413
50.67	154	26	15	0	11	22	0	413	0	6	14417
50.685	154	26	16	0	11	22	0	413	0	6	14423
50.7	153	27	19	0	11	22	0	413	0	6	14430
50.715	151	27	19	0	11	22	0	414	0	6	14432
50.73	154	27	24	0	11	22	0	414	0	6	14441
50.745	156	27	23	0	11	22	0	414	0	6	14446
50.76	152	27	26	0	11	22	0	414	0	6	14455
50.775	154	27	24	0	11	22	0	414	0	6	14461
50.79	155	28	22	0	11	23	0	415	0	6	14466
50.805	156	28	22	0	11	23	0	416	0	6	14472
50.82	157	28	20	0	11	23	0	416	0	6	14475
50.835	154	28	17	0	11	23	0	416	0	6	14478
50.85	158	28	16	0	11	23	0	416	0	6	14485
50.865	158	28	17	0	11	23	0	416	0	6	14491
50.88	159	28	17	0	11	23	0	417	0	6	14496
50.895	159	28	20	0	11	23	0	417	0	6	14503
50.91	162	28	19	0	11	23	0	417	0	6	14514
50.925	165	28	15	0	11	23	0	418	0	6	14519
50.94	165	28	16	0	11	23	0	418	0	6	14527
50.955	164	28	16	0	11	23	0	419	0	6	14528
50.97	163	28	16	0	11	23	0	419	0	6	14532
50.985	165	28	19	0	11	23	0	419	0	6	14538
51	164	27	27	0	11	23	0	419	0	6	14549
51.015	160	27	24	0	11	23	0	420	0	6	14551
51.03	158	27	16	0	11	23	0	420	0	6	14552
51.045	160	27	16	0	11	23	0	420	0	6	14561
51.06	160	27	16	0	11	23	0	420	0	6	14569
51.075	158	27	16	0	12	23	0	420	0	6	14572
51.09	159	27	17	0	12	23	0	420	0	6	14577
51.105	156	27	15	0	12	23	0	420	0	6	14577
51.12	156	27	17	0	12	23	0	420	0	6	14582
51.135	157	27	17	0	12	23	0	420	0	6	14588
51.15	157	27	16	0	12	23	0	420	0	6	14594
51.165	157	27	15	0	12	23	0	421	0	6	14597
51.18	154	27	16	0	12	23	0	421	0	6	14602
51.195	154	27	19	0	12	23	0	421	0	6	14607
51.21	153	27	20	0	12	23	0	421	0	6	14612
51.225	155	27	22	1	12	23	0	421	0	6	14618
51.24	156	27	23	1	12	23	0	421	0	6	14627
51.255	156	27	26	1	12	23	0	421	0	6	14636
51.27	159	27	26	2	12	23	0	421	0	6	14646
51.285	158	27	27	2	12	23	0	421	0	6	14649
51.3	156	27	27	2	12	23	0	421	0	6	14651
51.315	161	27	26	2	12	23	0	422	0	6	14658
51.33	159	27	26	2	12	23	0	422	0	6	14661
51.345	160	27	25	2	12	23	0	422	0	6	14666
51.36	159	27	24	2	12	23	0	423	0	6	14672
51.375	160	27	27	2	12	23	0	423	0	6	14681
51.39	155	27	27	2	12	23	0	423	0	6	14683
51.405	155	27	25	2	12	23	0	423	0	6	14686
51.42	156	27	27	2	12	23	0	424	0	6	14694
51.435	155	27	28	2	12	23	0	424	0	6	14697
51.45	155	27	22	1	12	23	0	431	0	6	14700
51.465	157	28	28	1	12	24	0	431	0	6	14713
51.48	157	29	32	1	12	24	0	432	0	6	14721
51.495	159	29	30	1	12	24	0	433	0	6	14724
51.51	159	29	28	1	12	24	0	433	0	6	14728
51.525	157	29	27	1	12	24	0	433	0	6	14732
51.54	159	29	27	1	12	24	0	435	0	6	14736
51.555	160	29	27	1	12	24	0	435	0	6	14743
51.57	161	29	25	0	12	24	0	436	0	6	14749
51.585	159	29	26	0	12	24	0	437	0	6	14756
51.6	156	29	26	0	12	24	0	438	0	6	14761
51.615	153	29	24	0	12	24	0	438	0	6	14764
51.63	152	29	21	0	12	24	0	438	0	6	14766
51.645	152	29	23	0	12	24	0	438	0	6	14771
51.66	152	29	28	0	12	24	0	438	0	6	14779
51.675	154	29	25	0	12	24	0	439	0	6	14788
51.69	154	29	28	0	12	24	0	440	0	6	14796
51.705	154	29	29	0	12	24	0	442	0	6	14807
51.72	150	29	30	0	12	24	0	444	0	6	14812
51.735	149	29	28	0	12	24	0	445	0	6	14815
51.75	151	29	28	0	12	24	0	446	0	6	14820
51.765	147	29	27	0	12	24	0	446	0	6	14824
51.78	148	29	28	0	12	24	0	446	0	6	14832
51.795	155	29	27	0	12	24	0	446	0	6	14845
51.81	156	29	22	0	12	24	0	446	0	6	14846
51.825	155	29	22	0	12	24	0	446	0	6	14853
51.84	155	29	23	0	12	24	0	446	0	6	14859
51.855	159	29	22	0	12	25	0	449	0	6	14865
51.87	160	29	20	0	12	25	0	450	0	6	14868
51.885	159	29	17	0	12	25	0	450	0	6	14870
51.9	160	29	22	0	12	25	0	450	0	6	14879
51.915	157	29	22	0	12	25	0	450	0	6	14885
51.93	158	29	18	0	12	25	0	450	0	6	14891
51.945	158	29	17	0	12	25	0	450	0	6	14896
51.96	158	29	17	0	12	25	0	450	0	6	14905
51.975	160	29	18	0	12	25	0	450	0	6	14909
51.99	161	29	20	1	12	25	0	451	0	6	14915
52.005	163	29	21	1	12	25	0	451	0	6	14919
52.02	164	29	24	1	12	25	0	451	0	6	14928
52.035	166	29	28	1	12	25	0	451	0	6	14936
52.05	165	29	28	1	12	25	0	451	0	6	14940
52.065	162	29	29	1	12	25	0	452	0	6	14943
52.08	161	29	32	1	12	25	0	452	0	6	14949
52.095	161	29	28	1	12	25	0	452	0	6	14953
52.11	163	29	27	1	12	25	0	453	0	6	14960
52.125	166	29	25	1	12	25	0	453	0	6	14964
52.14	168	29	25	1	12	25	0	453	0	6	14972
52.155	162	29	28	1	12	25	0	453	0	6	14981
52.17	163	29	28	1	12	25	0	453	0	6	14988
52.185	162	29	28	1	12	25	0	457	0	6	14994
52.2	163	29	28	1	12	25	0	457	0	6	15000
52.215	164	29	24	1	12	25	0	460	0	6	15003
52.23	164	29	27	1	12	25	0	460	0	6	15010
52.245	165	29	28	1	12	25	0	460	0	6	15014
52.26	164	29	30	1	12	25	0	461	0	6	15021
52.275	162	29	27	1	12	25	0	463	0	6	15024
52.29	161	29	27	1	12	25	0	464	0	6	15030
52.305	164	29	27	1	12	25	0	464	0	6	15038
52.32	164	29	28	1	12	25	0	465	0	6	15043
52.335	159	29	27	1	12	25	0	465	0	6	15047
52.35	158	29	27	0	12	25	0	465	0	6	15054
52.365	160	29	26	1	12	25	0	465	0	6	15062
52.38	159	29	26	1	12	25	0	465	0	6	15066
52.395	160	29	24	1	12	25	0	466	0	6	15068
52.41	159	29	27	1	12	25	0	467	0	6	15074
52.425	155	29	25	1	12	25	0	467	0	6	15080
52.44	158	29	19	1	12	25	0	469	0	6	15086
52.455	156	29	21	1	12	25	0	470	0	6	15090
52.47	157	29	20	1	12	25	0	470	0	6	15096
52.485	160	29	25	1	12	25	0	471	0	6	15106
52.5	161	29	27	1	12	25	0	471	0	6	15111
52.515	161	29	24	1	12	25	0	471	0	6	15117
52.53	161	29	23	1	12	26	0	474	0	6	15123
52.545	162	29	24	1	12	26	0	474	0	6	15128
52.56	164	30	22	1	12	26	0	474	0	6	15136
52.575	164	30	24	1	12	26	0	474	0	6	15141
52.59	162	30	26	1	12	26	0	474	0	6	15146
52.605	162	30	27	1	12	26	0	474	0	6	15151
52.62	162	30	25	1	12	26	0	474	0	6	15158
52.635	161	30	27	1	12	26	0	474	0	6	15164
52.65	163	30	28	1	12	26	0	474	0	6	15168
52.665	159	30	28	1	12	26	0	476	0	6	15169
52.68	159	30	28	1	12	26	0	476	0	6	15179
52.695	158	30	27	1	12	26	0	477	0	6	15186
52.71	157	30	27	1	12	26	0	477	0	6	15192
52.725	157	30	26	1	12	26	0	477	0	6	15194
52.74	157	30	25	0	12	26	0	477	0	6	15197
52.755	158	30	28	1	12	26	0	477	0	6	15205
52.77	162	30	28	1	12	26	0	477	0	6	15213
52.785	160	30	27	1	12	26	0	477	0	6	15217
52.8	163	30	25	0	12	26	0	477	0	6	15225
52.815	163	30	29	1	12	26	0	479	0	6	15233
52.83	161	30	27	1	12	26	0	483	0	6	15234
52.845	162	30	24	1	12	26	0	483	0	6	15238
52.86	163	30	24	1	12	26	0	484	0	6	15244
52.875	164	30	28	1	12	26	0	484	0	6	15254
52.89	164	30	27	1	12	26	0	484	0	6	15257
52.905	164	30	26	1	12	26	0	485	0	6	15261
52.92	165	31	26	1	12	26	0	485	0	6	15267
52.935	163	31	27	1	12	26	0	485	0	6	15273
52.95	165	31	30	1	12	26	0	485	0	6	15280
52.965	166	31	28	1	12	26	0	485	0	6	15288
52.98	164	31	28	1	12	26	0	486	0	6	15293
52.995	167	31	26	1	12	26	0	486	0	6	15296
53.01	171	31	27	1	12	26	0	487	0	6	15305
53.025	168	31	25	1	12	26	0	487	0	6	15309
53.04	166	31	24	0	12	26	0	487	0	6	15312
53.055	166	31	25	1	12	26	0	487	0	6	15321
53.07	168	31	29	1	12	26	0	487	0	6	15330
53.085	167	31	25	1	12	26	0	487	0	6	15332
53.1	166	31	27	1	12	26	0	487	0	6	15339
53.115	168	32	29	1	12	26	0	487	0	6	15347
53.13	168	32	31	1	12	26	0	489	0	6	15352
53.145	169	32	30	1	12	26	0	489	0	6	15360
53.16	167	32	32	1	12	26	0	491	0	6	15365
53.175	166	32	32	1	12	26	0	491	0	6	15370
53.19	166	32	30	1	12	26	0	491	0	6	15375
53.205	164	32	26	1	12	26	0	494	0	6	15380
53.22	167	32	25	0	12	26	0	494	0	6	15388
53.235	167	32	26	1	12	26	0	494	0	6	15391
53.25	166	32	25	1	12	26	0	494	0	6	15396
53.265	165	32	27	1	12	26	0	494	0	6	15401
53.28	167	32	24	1	12	26	0	494	0	6	15405
53.295	167	32	25	1	12	26	0	494	0	6	15413
53.31	169	32	28	1	12	26	0	494	0	6	15418
53.325	170	32	26	1	12	26	0	494	0	6	15422
53.34	168	32	25	1	12	26	0	494	0	6	15426
53.355	169	32	28	1	12	26	0	494	0	6	15431
53.37	166	32	21	1	12	26	0	494	0	6	15436
53.385	164	32	21	1	12	26	0	494	0	6	15439
53.4	165	32	21	1	12	26	0	495	0	6	15444
53.415	166	32	25	1	12	26	0	495	0	7	15452
53.43	165	32	27	1	12	26	0	495	0	7	15458
53.445	165	32	26	1	12	26	0	495	0	7	15463
53.46	165	32	27	1	12	26	0	495	0	7	15470
53.475	164	32	24	1	12	26	0	495	0	7	15474
53.49	162	32	28	1	12	26	0	495	0	7	15481
53.505	163	32	27	1	12	26	0	495	0	7	15487
53.52	159	32	29	1	12	26	0	495	0	7	15495
53.535	160	32	28	1	12	26	0	495	0	7	15499
53.55	162	32	26	1	12	26	0	495	0	7	15502
53.565	159	32	24	1	12	27	0	495	0	7	15505
53.58	159	32	22	1	12	27	0	495	0	7	15509
53.595	162	32	22	1	12	27	0	495	0	7	15519
53.61	163	32	23	1	12	27	0	495	0	7	15522
53.625	161	32	22	1	12	27	0	495	0	7	15526
53.64	161	32	26	0	12	27	0	498	0	7	15534
53.655	163	32	28	1	12	27	0	502	0	7	15538
53.67	163	32	25	1	12	27	0	503	0	7	15540
53.685	165	32	22	1	12	27	0	504	0	7	15544
53.7	162	32	22	1	12	27	0	506	0	7	15548
53.715	160	32	22	1	12	27	0	506	0	7	15555
53.73	161	32	23	0	12	27	0	506	0	7	15560
53.745	159	32	25	1	12	27	0	506	0	7	15562
53.76	161	32	26	1	12	27	0	506	0	7	15569
53.775	161	32	23	1	12	27	0	508	0	7	15577
53.79	161	32	24	1	12	27	0	508	0	7	15581
53.805	162	32	24	1	12	27	0	511	0	7	15588
53.82	164	32	22	1	12	27	0	511	0	7	15593
53.835	166	32	23	1	12	27	0	513	0	7	15600
53.85	163	32	23	1	12	27	0	513	0	7	15605
53.865	163	32	24	1	12	27	0	513	0	7	15609
53.88	162	32	25	1	12	27	0	513	0	7	15612
53.895	163	32	26	0	12	27	0	513	0	7	15616
53.91	163	32	25	1	12	27	0	513	0	7	15618
53.925	163	32	27	1	12	27	0	513	0	7	15623
53.94	162	32	27	1	12	27	0	513	0	7	15626
53.955	162	32	26	1	12	27	0	514	0	7	15632
53.97	159	32	25	1	12	27	0	515	0	7	15638
53.985	158	32	27	1	12	27	0	515	0	7	15642
54	157	32	25	0	12	27	0	515	0	7	15646
54.015	155	32	24	0	12	27	0	515	0	7	15651
54.03	158	32	22	0	12	27	0	515	0	7	15656
54.045	160	32	21	0	12	27	0	515	0	7	15661
54.06	158	32	18	0	12	27	0	515	0	7	15663
54.075	156	32	20	1	12	27	0	515	0	7	15668
54.09	157	32	19	1	12	27	0	515	0	7	15676
54.105	159	32	22	1	12	27	0	515	0	7	15684
54.12	162	32	21	1	12	27	0	516	0	7	15691
54.135	164	32	22	1	12	27	0	516	0	7	15696
54.15	164	31	21	0	12	27	0	516	0	7	15701
54.165	165	31	22	1	12	27	0	517	0	7	15707
54.18	165	31	23	1	12	27	0	517	0	7	15713
54.195	164	31	25	1	12	27	0	517	0	7	15716
54.21	161	31	27	1	12	27	0	517	0	7	15720
54.225	164	31	25	1	12	27	0	517	0	7	15731
54.24	160	31	25	1	12	27	0	517	0	7	15733
54.255	157	31	25	0	12	27	0	517	0	7	15740
54.27	157	31	24	1	12	27	0	517	0	7	15744
54.285	161	31	24	1	12	27	0	517	0	7	15753
54.3	163	31	26	1	12	27	0	517	0	7	15758
54.315	165	31	25	1	12	27	0	517	0	7	15766
54.33	167	31	27	1	12	27	0	518	0	7	15770
54.345	169	31	28	1	12	27	0	519	0	7	15780
54.36	169	31	27	1	12	27	0	519	0	7	15786
54.375	168	31	29	1	12	27	0	519	0	7	15791
54.39	169	31	26	1	12	27	0	519	0	7	15794
54.405	168	31	26	1	12	27	0	519	0	7	15798
54.42	167	31	26	1	12	27	0	520	0	7	15802
54.435	165	32	29	1	12	27	0	521	0	7	15809
54.45	166	32	27	0	12	27	0	522	0	7	15815
54.465	163	32	29	1	12	27	0	522	0	7	15818
54.48	163	32	31	1	12	27	0	522	0	7	15823
54.495	164	32	35	2	12	27	0	522	0	7	15829
54.51	162	32	35	1	12	27	0	522	0	7	15832
54.525	159	32	33	2	12	27	0	522	0	7	15834
54.54	161	32	31	2	12	27	0	522	0	7	15841
54.555	161	32	33	3	12	27	0	523	0	7	15845
54.57	164	32	32	2	12	27	0	526	0	7	15850
54.585	164	32	34	2	12	27	0	526	0	7	15854
54.6	163	32	36	2	12	27	0	526	0	7	15866
54.615	166	32	34	2	12	27	0	527	0	7	15871
54.63	165	32	32	2	12	27	0	530	0	7	15874
54.645	165	32	34	2	12	27	0	530	0	7	15878
54.66	163	32	34	2	12	27	0	530	0	7	15881
54.675	161	32	39	2	12	27	0	532	0	7	15891
54.69	158	32	38	2	12	27	0	532	0	7	15895
54.705	159	32	38	2	12	27	0	532	0	7	15900
54.72	161	32	34	2	12	27	0	534	0	7	15907
54.735	164	32	33	2	12	27	0	534	0	7	15912
54.75	165	32	28	2	12	27	0	534	0	7	15914
54.765	164	32	29	2	12	27	0	534	0	7	15916
54.78	163	32	27	2	12	27	0	534	0	7	15920
54.795	165	32	30	2	12	27	0	534	0	7	15927
54.81	162	32	29	2	12	27	0	534	0	7	15932
54.825	158	32	28	1	12	27	0	534	0	8	15933
54.84	158	32	29	2	12	27	0	534	0	8	15940
54.855	160	32	26	2	12	27	0	534	0	8	15945
54.87	157	32	26	2	12	27	0	534	0	8	15949
54.885	157	32	25	2	12	27	0	534	0	8	15952
54.9	158	32	26	2	13	27	0	534	0	8	15961
54.915	159	32	29	2	13	27	0	534	0	8	15965
54.93	161	32	30	1	13	27	0	534	0	8	15970
54.945	160	32	29	2	13	27	0	534	0	8	15973
54.96	159	33	28	2	13	27	0	534	0	8	15981
54.975	158	33	28	2	13	27	0	535	0	8	15985
54.99	159	33	33	2	13	28	0	536	0	8	15994
55.005	159	33	32	1	13	28	0	537	0	8	16002
55.02	162	33	31	2	13	28	0	540	0	8	16012
55.035	163	33	31	2	13	28	0	540	0	8	16016
55.05	164	33	33	2	13	28	0	540	0	8	16021
55.065	165	33	30	2	13	28	0	543	0	8	16026
55.08	167	33	27	2	13	28	0	543	0	8	16029
55.095	166	33	28	2	13	28	0	544	0	8	16034
55.11	166	33	27	2	13	28	0	544	0	8	16037
55.125	166	33	26	2	13	28	0	545	0	8	16039
55.14	167	33	29	2	13	28	0	545	0	8	16045
55.155	169	33	28	2	13	28	0	545	0	8	16049
55.17	167	33	29	2	13	28	0	545	0	8	16053
55.185	166	33	27	2	13	28	0	546	0	8	16059
55.2	167	33	23	2	13	28	0	547	0	8	16062
55.215	168	33	25	2	13	28	0	547	0	8	16068
55.23	165	33	25	2	13	28	0	547	0	8	16071
55.245	166	33	25	2	13	28	0	547	0	8	16075
55.26	164	33	27	2	13	28	0	547	0	8	16080
55.275	164	33	27	2	13	28	0	548	0	8	16084
55.29	163	33	29	2	13	28	0	550	0	8	16091
55.305	165	33	32	2	13	28	0	550	0	8	16098
55.32	164	33	29	2	13	28	0	550	0	8	16100
55.335	164	33	31	2	13	28	0	550	0	8	16110
55.35	162	33	32	2	13	28	0	550	0	8	16112
55.365	160	33	30	2	13	28	0	550	0	8	16114
55.38	160	33	29	2	13	28	0	550	0	8	16116
55.395	159	33	28	1	13	28	0	551	0	8	16119
55.41	161	33	31	2	13	28	0	551	0	8	16124
55.425	163	34	33	2	13	28	0	552	0	8	16136
55.44	162	34	32	2	13	28	0	552	0	8	16138
55.455	161	34	34	2	13	28	0	553	0	8	16141
55.47	162	34	35	2	13	28	0	553	0	8	16146
55.485	162	34	35	2	13	28	0	553	0	8	16150
55.5	164	34	32	2	14	28	0	553	0	8	16155
55.515	164	34	33	2	14	29	0	553	0	8	16161
55.53	164	34	34	2	14	29	0	553	0	8	16163
55.545	161	34	30	2	14	29	0	553	0	8	16166
55.56	160	34	33	2	14	29	0	553	0	8	16170
55.575	161	34	31	2	14	29	0	553	0	8	16174
55.59	160	34	31	2	14	29	0	553	0	8	16181
55.605	160	34	28	1	14	29	0	553	0	8	16184
55.62	163	34	31	2	14	29	0	553	0	8	16191
55.635	163	34	30	2	14	29	0	553	0	8	16196
55.65	160	34	33	1	14	29	0	553	0	8	16204
55.665	161	34	34	2	14	29	0	553	0	8	16210
55.68	161	34	33	2	14	29	0	553	0	8	16214
55.695	160	34	32	2	14	29	0	553	0	8	16215
55.71	160	34	29	1	14	29	0	554	0	8	16220
55.725	159	34	25	1	14	29	0	556	0	8	16222
55.74	161	34	27	1	14	29	0	556	0	8	16229
55.755	163	34	28	1	14	29	0	557	0	8	16236
55.77	163	34	29	1	14	29	0	557	0	8	16242
55.785	160	34	28	1	14	29	0	557	0	8	16244
55.8	161	33	28	1	14	29	0	557	0	8	16250
55.815	161	33	33	1	14	29	0	557	0	8	16259
55.83	162	33	27	1	14	29	0	557	0	8	16264
55.845	167	33	26	1	14	29	0	557	0	8	16273
55.86	168	33	25	1	14	29	0	558	0	8	16277
55.875	168	33	23	1	14	29	0	558	0	8	16280
55.89	167	33	23	1	14	29	0	558	0	8	16286
55.905	163	33	21	1	14	29	0	558	0	8	16289
55.92	163	33	21	1	14	29	0	558	0	8	16293
55.935	163	33	20	1	14	29	0	558	0	8	16296
55.95	165	33	19	0	14	29	0	558	0	8	16301
55.965	168	33	19	1	14	29	0	558	0	8	16311
55.98	167	33	20	1	14	29	0	558	0	8	16316
55.995	166	34	19	1	14	29	0	558	0	8	16323
56.01	167	34	21	1	14	29	0	558	0	8	16331
56.025	165	34	23	1	14	29	0	558	0	8	16337
56.04	163	34	25	1	14	29	0	560	0	8	16341
56.055	163	34	28	1	14	29	0	561	0	8	16349
56.07	165	34	28	1	14	29	0	561	0	8	16354
56.085	163	34	30	1	14	29	0	561	0	8	16358
56.1	164	34	31	1	14	29	0	561	0	8	16363
56.115	160	34	28	1	14	29	0	561	0	8	16366
56.13	161	34	31	1	14	29	0	561	0	8	16375
56.145	163	34	32	1	14	29	0	561	0	8	16381
56.16	160	34	29	1	14	29	0	561	0	8	16383
56.175	160	34	28	1	14	29	0	561	0	8	16389
56.19	160	34	27	1	14	29	0	561	0	8	16391
56.205	165	34	26	1	14	29	0	562	0	8	16402
56.22	165	34	29	1	14	29	0	562	0	8	16407
56.235	166	34	31	1	14	29	0	562	0	8	16411
56.25	165	34	33	1	14	29	0	563	0	8	16420
56.265	164	34	34	1	14	29	0	564	0	8	16424
56.28	165	34	35	1	14	29	0	567	0	8	16429
56.295	166	34	33	1	14	29	0	569	0	8	16435
56.31	163	34	37	1	14	29	0	570	0	8	16443
56.325	163	34	35	1	14	29	0	570	0	8	16446
56.34	161	34	33	1	14	29	0	570	0	8	16448
56.355	161	34	35	1	14	29	0	570	0	8	16457
56.37	160	34	33	1	14	29	0	571	0	8	16461
56.385	162	34	31	1	14	29	0	572	0	8	16465
56.4	162	34	30	1	14	29	0	573	0	8	16469
56.415	165	34	30	1	14	29	0	574	0	8	16478
56.43	163	34	32	1	14	29	0	574	0	8	16483
56.445	163	34	30	1	14	29	0	575	0	8	16488
56.46	163	34	28	1	14	29	0	577	0	8	16496
56.475	163	34	27	1	14	29	0	577	0	8	16502
56.49	165	34	26	1	14	29	0	578	0	8	16508
56.505	166	34	24	1	14	29	0	578	0	8	16513
56.52	164	34	26	1	14	30	0	578	0	8	16520
56.535	163	34	24	1	14	30	0	578	0	8	16526
56.55	164	34	25	1	14	30	0	578	0	8	16533
56.565	167	34	22	0	14	30	0	578	0	8	16536
56.58	167	34	20	1	14	30	0	578	0	8	16539
56.595	167	34	18	1	14	30	0	579	0	8	16541
56.61	166	34	20	1	14	30	0	579	0	8	16545
56.625	164	34	21	1	14	30	0	580	0	8	16549
56.64	164	34	20	0	14	30	0	584	0	8	16555
56.655	163	34	21	1	14	30	0	584	0	8	16562
56.67	165	34	24	1	14	30	0	584	0	8	16567
56.685	165	34	23	1	14	30	0	585	0	8	16571
56.7	166	34	22	1	14	30	0	585	0	8	16574
56.715	165	34	26	1	14	30	0	585	0	8	16582
56.73	164	34	26	1	14	31	0	585	0	8	16588
56.745	161	34	26	1	14	31	0	585	0	8	16591
56.76	161	34	28	1	14	31	0	585	0	8	16602
56.775	162	34	26	1	14	31	0	585	0	8	16605
56.79	166	34	22	0	14	31	0	585	0	8	16612
56.805	163	34	21	1	14	31	0	585	0	8	16616
56.82	163	34	26	1	14	31	0	585	0	8	16624
56.835	159	34	25	1	14	31	0	587	0	8	16627
56.85	159	34	25	1	14	31	0	587	0	8	16629
56.865	158	34	23	1	14	31	0	587	0	8	16633
56.88	159	34	22	1	14	31	0	587	0	8	16636
56.895	160	34	29	1	14	31	0	587	0	8	16646
56.91	163	34	31	1	14	31	0	587	0	8	16654
56.925	162	34	31	1	14	32	0	588	0	8	16658
56.94	162	34	28	1	14	32	0	588	0	8	16664
56.955	164	34	27	1	14	32	0	589	0	8	16674
56.97	163	34	29	1	14	32	0	590	0	8	16678
56.985	163	34	27	1	14	33	0	592	0	8	16684
57	163	34	28	2	14	33	0	594	0	8	16690
57.015	166	34	28	2	14	33	0	596	0	8	16701
57.03	166	34	29	2	14	33	0	596	0	8	16707
57.045	166	34	28	1	14	33	0	597	0	8	16707
57.06	166	34	30	2	14	33	0	597	0	8	16714
57.075	166	34	31	1	14	33	0	597	0	8	16720
57.09	163	34	34	2	14	33	0	597	0	8	16729
57.105	162	34	32	1	14	33	0	598	0	8	16732
57.12	161	34	30	2	14	33	0	598	0	8	16737
57.135	161	34	29	2	14	33	0	598	0	8	16742
57.15	162	34	32	2	14	33	0	598	0	8	16749
57.165	164	34	29	2	14	33	0	598	0	8	16757
57.18	165	34	24	1	15	33	0	599	0	8	16762
57.195	165	34	23	1	15	33	0	601	0	8	16766
57.21	168	34	26	1	15	33	0	602	0	8	16774
57.225	165	34	24	1	15	33	0	602	0	8	16775
57.24	163	34	21	1	15	33	0	603	0	8	16776
57.255	161	34	23	1	15	33	0	604	0	8	16781
57.27	160	34	22	1	15	33	0	605	0	8	16784
57.285	163	34	23	1	15	33	0	605	0	8	16789
57.3	161	34	26	1	15	33	0	606	0	8	16794
57.315	160	34	22	1	15	33	0	607	0	8	16797
57.33	161	34	23	1	15	33	0	607	0	8	16802
57.345	161	34	21	1	15	33	0	607	0	8	16807
57.36	161	34	24	1	15	33	0	608	0	8	16815
57.375	160	34	28	1	15	33	0	609	0	8	16823
57.39	159	34	31	1	15	33	0	610	0	8	16829
57.405	161	34	31	1	15	33	0	610	0	8	16836
57.42	162	34	32	1	15	33	0	612	0	8	16841
57.435	163	34	29	1	15	33	0	613	0	8	16847
57.45	161	34	29	1	15	33	0	613	0	8	16855
57.465	161	34	29	1	15	35	0	615	0	8	16860
57.48	162	34	27	1	15	35	0	617	0	8	16866
57.495	163	34	27	1	15	35	0	618	0	8	16872
57.51	162	34	26	1	15	35	0	618	0	8	16877
57.525	163	34	23	1	15	35	0	618	0	8	16880
57.54	165	34	21	0	15	35	0	618	0	8	16886
57.555	165	34	17	0	15	35	0	618	0	8	16889
57.57	164	34	22	0	15	35	0	618	0	8	16897
57.585	167	34	27	0	15	35	0	619	0	8	16908
57.6	169	35	28	0	15	35	0	620	0	8	16916
57.615	170	35	27	0	15	35	0	620	0	8	16922
57.63	169	35	25	0	15	35	0	621	0	8	16923
57.645	170	35	28	0	15	35	0	622	0	8	16935
57.66	168	35	28	0	15	35	0	624	0	8	16940
57.675	166	35	30	0	15	35	0	624	0	8	16945
57.69	168	35	32	0	15	35	0	624	0	8	16955
57.705	166	35	30	0	15	35	0	625	0	8	16958
57.72	168	35	27	0	15	35	0	626	0	8	16965
57.735	168	35	25	0	15	35	0	627	0	8	16971
