,Time(s),B: 1.,B: 1. IL: 1.
2910,0.0582,46.0,154.0
2911,0.05822,47.0,153.0
2912,0.05824,43.0,157.0
2913,0.05826,43.0,157.0
2914,0.05828,42.0,158.0
2915,0.0583,45.0,155.0
2916,0.05832,43.0,157.0
2917,0.05834,44.0,156.0
2918,0.05836,40.0,160.0
2919,0.05838,41.0,159.0
2920,0.0584,41.0,159.0
2921,0.05842,41.0,159.0
2922,0.05844,43.0,157.0
2923,0.05846,42.0,158.0
2924,0.05848,44.0,156.0
2925,0.0585,46.0,154.0
2926,0.05852,43.0,157.0
2927,0.05854,43.0,157.0
2928,0.05856,43.0,157.0
2929,0.05858,42.0,158.0
2930,0.0586,42.0,158.0
2931,0.05862,41.0,159.0
2932,0.05864,41.0,159.0
2933,0.05866,44.0,156.0
2934,0.05868,43.0,157.0
2935,0.0587,41.0,159.0
2936,0.05872,42.0,158.0
2937,0.05874,44.0,156.0
2938,0.05876,44.0,156.0
2939,0.05878,45.0,155.0
2940,0.0588,46.0,154.0
2941,0.05882,46.0,154.0
2942,0.05884,43.0,157.0
2943,0.05886,44.0,156.0
2944,0.05888,44.0,156.0
2945,0.0589,44.0,156.0
2946,0.05892,42.0,158.0
2947,0.05894,43.0,157.0
2948,0.05896,42.0,158.0
2949,0.05898,40.0,160.0
2950,0.059,42.0,158.0
2951,0.05902,41.0,159.0
2952,0.05904,41.0,159.0
2953,0.05906,42.0,158.0
2954,0.05908,42.0,158.0
2955,0.0591,43.0,157.0
2956,0.05912,42.0,158.0
2957,0.05914,39.0,161.0
2958,0.05916,40.0,160.0
2959,0.05918,38.0,162.0
2960,0.0592,38.0,162.0
2961,0.05922,37.0,163.0
2962,0.05924,39.0,161.0
2963,0.05926,38.0,162.0
2964,0.05928,40.0,160.0
2965,0.0593,43.0,157.0
2966,0.05932,42.0,158.0
2967,0.05934,43.0,157.0
2968,0.05936,42.0,158.0
2969,0.05938,44.0,156.0
2970,0.0594,43.0,157.0
2971,0.05942,42.0,158.0
2972,0.05944,41.0,159.0
2973,0.05946,41.0,159.0
2974,0.05948,40.0,160.0
2975,0.0595,44.0,156.0
2976,0.05952,42.0,158.0
2977,0.05954,43.0,157.0
2978,0.05956,44.0,156.0
2979,0.05958,43.0,157.0
2980,0.0596,42.0,158.0
2981,0.05962,40.0,160.0
2982,0.05964,39.0,161.0
2983,0.05966,40.0,160.0
2984,0.05968,39.0,161.0
2985,0.0597,42.0,158.0
2986,0.05972,40.0,160.0
2987,0.05974,40.0,160.0
2988,0.05976,39.0,161.0
2989,0.05978,41.0,159.0
2990,0.0598,39.0,161.0
2991,0.05982,37.0,163.0
2992,0.05984,37.0,163.0
2993,0.05986,36.0,164.0
2994,0.05988,35.0,165.0
2995,0.0599,34.0,166.0
2996,0.05992,39.0,161.0
2997,0.05994,37.0,163.0
2998,0.05996,39.0,161.0
2999,0.05998,41.0,159.0
3000,0.06,41.0,159.0
3001,0.06002,43.0,157.0
3002,0.06004,41.0,159.0
3003,0.06006,39.0,161.0
3004,0.06008,40.0,160.0
3005,0.0601,40.0,160.0
3006,0.06012,39.0,161.0
3007,0.06014,40.0,160.0
3008,0.06016,41.0,159.0
3009,0.06018,41.0,159.0
3010,0.0602,41.0,159.0
3011,0.06022,41.0,159.0
3012,0.06024,42.0,158.0
3013,0.06026,45.0,155.0
3014,0.06028,44.0,156.0
3015,0.0603,47.0,153.0
3016,0.06032,45.0,155.0
3017,0.06034,45.0,155.0
3018,0.06036,45.0,155.0
3019,0.06038,43.0,157.0
3020,0.0604,41.0,159.0
3021,0.06042,40.0,160.0
3022,0.06044,38.0,162.0
3023,0.06046,39.0,161.0
3024,0.06048,41.0,159.0
3025,0.0605,43.0,157.0
3026,0.06052,45.0,155.0
3027,0.06054,40.0,160.0
3028,0.06056,40.0,160.0
3029,0.06058,40.0,160.0
3030,0.0606,39.0,161.0
3031,0.06062,38.0,162.0
3032,0.06064,42.0,158.0
3033,0.06066,41.0,159.0
3034,0.06068,43.0,157.0
3035,0.0607,39.0,161.0
3036,0.06072,37.0,163.0
3037,0.06074,37.0,163.0
3038,0.06076,37.0,163.0
3039,0.06078,34.0,166.0
3040,0.0608,37.0,163.0
3041,0.06082,37.0,163.0
3042,0.06084,36.0,164.0
3043,0.06086,35.0,165.0
3044,0.06088,35.0,165.0
3045,0.0609,34.0,166.0
3046,0.06092,37.0,163.0
3047,0.06094,35.0,165.0
3048,0.06096,35.0,165.0
3049,0.06098,36.0,164.0
3050,0.061,39.0,161.0
3051,0.06102,40.0,160.0
3052,0.06104,37.0,163.0
3053,0.06106,38.0,162.0
3054,0.06108,36.0,164.0
3055,0.0611,36.0,164.0
3056,0.06112,34.0,166.0
3057,0.06114,32.0,168.0
3058,0.06116,31.0,169.0
3059,0.06118,33.0,167.0
3060,0.0612,32.0,168.0
3061,0.06122,35.0,165.0
3062,0.06124,34.0,166.0
3063,0.06126,31.0,169.0
3064,0.06128,30.0,170.0
3065,0.0613,31.0,169.0
3066,0.06132,32.0,168.0
3067,0.06134,33.0,167.0
3068,0.06136,32.0,168.0
3069,0.06138,30.0,170.0
3070,0.0614,30.0,170.0
3071,0.06142,31.0,169.0
3072,0.06144,34.0,166.0
3073,0.06146,36.0,164.0
3074,0.06148,37.0,163.0
3075,0.0615,38.0,162.0
3076,0.06152,38.0,162.0
3077,0.06154,36.0,164.0
3078,0.06156,35.0,165.0
3079,0.06158,33.0,167.0
3080,0.0616,33.0,167.0
3081,0.06162,33.0,167.0
3082,0.06164,32.0,168.0
3083,0.06166,32.0,168.0
3084,0.06168,31.0,169.0
3085,0.0617,30.0,170.0
3086,0.06172,29.0,171.0
3087,0.06174,33.0,167.0
3088,0.06176,34.0,166.0
3089,0.06178,35.0,165.0
3090,0.0618,33.0,167.0
3091,0.06182,35.0,165.0
3092,0.06184,35.0,165.0
3093,0.06186,34.0,166.0
3094,0.06188,35.0,165.0
3095,0.0619,35.0,165.0
3096,0.06192,35.0,165.0
3097,0.06194,37.0,163.0
3098,0.06196,38.0,162.0
3099,0.06198,36.0,164.0
3100,0.062,37.0,163.0
3101,0.06202,34.0,166.0
3102,0.06204,36.0,164.0
3103,0.06206,37.0,163.0
3104,0.06208,38.0,162.0
3105,0.0621,40.0,160.0
3106,0.06212,38.0,162.0
3107,0.06214,38.0,162.0
3108,0.06216,38.0,162.0
3109,0.06218,38.0,162.0
3110,0.0622,38.0,162.0
3111,0.06222,37.0,163.0
3112,0.06224,41.0,159.0
3113,0.06226,43.0,157.0
3114,0.06228,42.0,158.0
3115,0.0623,41.0,159.0
3116,0.06232,42.0,158.0
3117,0.06234,43.0,157.0
3118,0.06236,41.0,159.0
3119,0.06238,40.0,160.0
3120,0.0624,39.0,161.0
3121,0.06242,37.0,163.0
3122,0.06244,37.0,163.0
3123,0.06246,40.0,160.0
3124,0.06248,40.0,160.0
3125,0.0625,38.0,162.0
3126,0.06252,37.0,163.0
3127,0.06254,38.0,162.0
3128,0.06256,36.0,164.0
3129,0.06258,39.0,161.0
3130,0.0626,40.0,160.0
3131,0.06262,39.0,161.0
3132,0.06264,40.0,160.0
3133,0.06266,39.0,161.0
3134,0.06268,38.0,162.0
3135,0.0627,36.0,164.0
3136,0.06272,38.0,162.0
3137,0.06274,38.0,162.0
3138,0.06276,39.0,161.0
3139,0.06278,39.0,161.0
3140,0.0628,40.0,160.0
3141,0.06282,38.0,162.0
3142,0.06284,39.0,161.0
3143,0.06286,37.0,163.0
3144,0.06288,36.0,164.0
3145,0.0629,37.0,163.0
3146,0.06292,37.0,163.0
3147,0.06294,36.0,164.0
3148,0.06296,37.0,163.0
3149,0.06298,39.0,161.0
3150,0.063,40.0,160.0
3151,0.06302,42.0,158.0
3152,0.06304,43.0,157.0
3153,0.06306,44.0,156.0
3154,0.06308,43.0,157.0
3155,0.0631,44.0,156.0
3156,0.06312,40.0,160.0
3157,0.06314,39.0,161.0
3158,0.06316,40.0,160.0
3159,0.06318,40.0,160.0
3160,0.0632,38.0,162.0
3161,0.06322,40.0,160.0
3162,0.06324,40.0,160.0
3163,0.06326,39.0,161.0
3164,0.06328,38.0,162.0
3165,0.0633,39.0,161.0
3166,0.06332,41.0,159.0
3167,0.06334,37.0,163.0
3168,0.06336,36.0,164.0
3169,0.06338,37.0,163.0
3170,0.0634,36.0,164.0
3171,0.06342,36.0,164.0
3172,0.06344,37.0,163.0
3173,0.06346,38.0,162.0
3174,0.06348,39.0,161.0
3175,0.0635,39.0,161.0
3176,0.06352,40.0,160.0
3177,0.06354,38.0,162.0
3178,0.06356,38.0,162.0
3179,0.06358,38.0,162.0
3180,0.0636,41.0,159.0
3181,0.06362,38.0,162.0
3182,0.06364,39.0,161.0
3183,0.06366,38.0,162.0
3184,0.06368,40.0,160.0
3185,0.0637,40.0,160.0
3186,0.06372,43.0,157.0
3187,0.06374,40.0,160.0
3188,0.06376,43.0,157.0
3189,0.06378,43.0,157.0
3190,0.0638,45.0,155.0
3191,0.06382,42.0,158.0
3192,0.06384,44.0,156.0
3193,0.06386,43.0,157.0
3194,0.06388,42.0,158.0
3195,0.0639,41.0,159.0
3196,0.06392,39.0,161.0
3197,0.06394,39.0,161.0
3198,0.06396,41.0,159.0
3199,0.06398,40.0,160.0
3200,0.064,40.0,160.0
3201,0.06402,38.0,162.0
3202,0.06404,37.0,163.0
3203,0.06406,40.0,160.0
3204,0.06408,39.0,161.0
3205,0.0641,41.0,159.0
3206,0.06412,41.0,159.0
3207,0.06414,41.0,159.0
3208,0.06416,41.0,159.0
3209,0.06418,42.0,158.0
3210,0.0642,40.0,160.0
3211,0.06422,41.0,159.0
3212,0.06424,41.0,159.0
3213,0.06426,38.0,162.0
3214,0.06428,37.0,163.0
3215,0.0643,36.0,164.0
3216,0.06432,37.0,163.0
3217,0.06434,35.0,165.0
3218,0.06436,33.0,167.0
3219,0.06438,35.0,165.0
3220,0.0644,36.0,164.0
3221,0.06442,33.0,167.0
3222,0.06444,33.0,167.0
3223,0.06446,35.0,165.0
3224,0.06448,36.0,164.0
3225,0.0645,35.0,165.0
3226,0.06452,35.0,165.0
3227,0.06454,34.0,166.0
3228,0.06456,37.0,163.0
3229,0.06458,37.0,163.0
3230,0.0646,37.0,163.0
3231,0.06462,39.0,161.0
3232,0.06464,44.0,156.0
3233,0.06466,44.0,156.0
3234,0.06468,44.0,156.0
3235,0.0647,42.0,158.0
3236,0.06472,41.0,159.0
3237,0.06474,39.0,161.0
3238,0.06476,40.0,160.0
3239,0.06478,39.0,161.0
3240,0.0648,36.0,164.0
3241,0.06482,36.0,164.0
3242,0.06484,38.0,162.0
3243,0.06486,38.0,162.0
3244,0.06488,37.0,163.0
3245,0.0649,38.0,162.0
3246,0.06492,40.0,160.0
3247,0.06494,39.0,161.0
3248,0.06496,38.0,162.0
3249,0.06498,40.0,160.0
3250,0.065,39.0,161.0
3251,0.06502,39.0,161.0
3252,0.06504,41.0,159.0
3253,0.06506,41.0,159.0
3254,0.06508,39.0,161.0
3255,0.0651,41.0,159.0
3256,0.06512,39.0,161.0
3257,0.06514,38.0,162.0
3258,0.06516,38.0,162.0
3259,0.06518,36.0,164.0
3260,0.0652,36.0,164.0
3261,0.06522,37.0,163.0
3262,0.06524,36.0,164.0
3263,0.06526,38.0,162.0
3264,0.06528,38.0,162.0
3265,0.0653,36.0,164.0
3266,0.06532,34.0,166.0
3267,0.06534,35.0,165.0
3268,0.06536,36.0,164.0
3269,0.06538,37.0,163.0
3270,0.0654,36.0,164.0
3271,0.06542,37.0,163.0
3272,0.06544,38.0,162.0
3273,0.06546,40.0,160.0
3274,0.06548,40.0,160.0
3275,0.0655,36.0,164.0
3276,0.06552,37.0,163.0
3277,0.06554,36.0,164.0
3278,0.06556,37.0,163.0
3279,0.06558,36.0,164.0
3280,0.0656,37.0,163.0
3281,0.06562,38.0,162.0
3282,0.06564,38.0,162.0
3283,0.06566,38.0,162.0
3284,0.06568,37.0,163.0
3285,0.0657,35.0,165.0
3286,0.06572,33.0,167.0
3287,0.06574,30.0,170.0
3288,0.06576,32.0,168.0
3289,0.06578,34.0,166.0
3290,0.0658,34.0,166.0
3291,0.06582,33.0,167.0
3292,0.06584,34.0,166.0
3293,0.06586,33.0,167.0
3294,0.06588,32.0,168.0
3295,0.0659,30.0,170.0
3296,0.06592,28.0,172.0
3297,0.06594,30.0,170.0
3298,0.06596,30.0,170.0
3299,0.06598,31.0,169.0
3300,0.066,30.0,170.0
3301,0.06602,29.0,171.0
3302,0.06604,33.0,167.0
3303,0.06606,33.0,167.0
3304,0.06608,32.0,168.0
3305,0.0661,32.0,168.0
3306,0.06612,31.0,169.0
3307,0.06614,31.0,169.0
3308,0.06616,33.0,167.0
3309,0.06618,35.0,165.0
3310,0.0662,34.0,166.0
3311,0.06622,35.0,165.0
3312,0.06624,34.0,166.0
3313,0.06626,36.0,164.0
3314,0.06628,37.0,163.0
3315,0.0663,35.0,165.0
3316,0.06632,33.0,167.0
3317,0.06634,33.0,167.0
3318,0.06636,33.0,167.0
3319,0.06638,32.0,168.0
3320,0.0664,33.0,167.0
3321,0.06642,32.0,168.0
3322,0.06644,31.0,169.0
3323,0.06646,34.0,166.0
3324,0.06648,36.0,164.0
3325,0.0665,35.0,165.0
3326,0.06652,35.0,165.0
3327,0.06654,33.0,167.0
3328,0.06656,34.0,166.0
3329,0.06658,34.0,166.0
3330,0.0666,33.0,167.0
3331,0.06662,34.0,166.0
3332,0.06664,31.0,169.0
3333,0.06666,34.0,166.0
3334,0.06668,35.0,165.0
3335,0.0667,34.0,166.0
3336,0.06672,34.0,166.0
3337,0.06674,34.0,166.0
3338,0.06676,35.0,165.0
3339,0.06678,32.0,168.0
3340,0.0668,34.0,166.0
3341,0.06682,34.0,166.0
3342,0.06684,35.0,165.0
3343,0.06686,35.0,165.0
3344,0.06688,37.0,163.0
3345,0.0669,36.0,164.0
3346,0.06692,35.0,165.0
3347,0.06694,34.0,166.0
3348,0.06696,33.0,167.0
3349,0.06698,35.0,165.0
3350,0.067,34.0,166.0
3351,0.06702,33.0,167.0
3352,0.06704,33.0,167.0
3353,0.06706,35.0,165.0
3354,0.06708,33.0,167.0
3355,0.0671,34.0,166.0
3356,0.06712,35.0,165.0
3357,0.06714,34.0,166.0
3358,0.06716,36.0,164.0
3359,0.06718,34.0,166.0
3360,0.0672,35.0,165.0
3361,0.06722,35.0,165.0
3362,0.06724,36.0,164.0
3363,0.06726,36.0,164.0
3364,0.06728,36.0,164.0
3365,0.0673,37.0,163.0
3366,0.06732,36.0,164.0
3367,0.06734,37.0,163.0
3368,0.06736,36.0,164.0
3369,0.06738,38.0,162.0
3370,0.0674,39.0,161.0
3371,0.06742,38.0,162.0
3372,0.06744,38.0,162.0
3373,0.06746,41.0,159.0
3374,0.06748,42.0,158.0
3375,0.0675,44.0,156.0
3376,0.06752,46.0,154.0
3377,0.06754,45.0,155.0
3378,0.06756,44.0,156.0
3379,0.06758,46.0,154.0
3380,0.0676,47.0,153.0
3381,0.06762,45.0,155.0
3382,0.06764,43.0,157.0
3383,0.06766,41.0,159.0
3384,0.06768,39.0,161.0
3385,0.0677,39.0,161.0
3386,0.06772,39.0,161.0
3387,0.06774,41.0,159.0
3388,0.06776,42.0,158.0
3389,0.06778,41.0,159.0
3390,0.0678,41.0,159.0
3391,0.06782,43.0,157.0
3392,0.06784,43.0,157.0
3393,0.06786,42.0,158.0
3394,0.06788,45.0,155.0
3395,0.0679,47.0,153.0
3396,0.06792,47.0,153.0
3397,0.06794,48.0,152.0
3398,0.06796,49.0,151.0
3399,0.06798,46.0,154.0
3400,0.068,48.0,152.0
3401,0.06802,47.0,153.0
3402,0.06804,46.0,154.0
3403,0.06806,46.0,154.0
3404,0.06808,50.0,150.0
3405,0.0681,50.0,150.0
3406,0.06812,52.0,148.0
3407,0.06814,52.0,148.0
3408,0.06816,54.0,146.0
3409,0.06818,54.0,146.0
3410,0.0682,54.0,146.0
3411,0.06822,54.0,146.0
3412,0.06824,54.0,146.0
3413,0.06826,52.0,148.0
3414,0.06828,50.0,150.0
3415,0.0683,51.0,149.0
3416,0.06832,49.0,151.0
3417,0.06834,48.0,152.0
3418,0.06836,49.0,151.0
3419,0.06838,48.0,152.0
3420,0.0684,47.0,153.0
3421,0.06842,46.0,154.0
3422,0.06844,46.0,154.0
3423,0.06846,46.0,154.0
3424,0.06848,46.0,154.0
3425,0.0685,45.0,155.0
3426,0.06852,43.0,157.0
3427,0.06854,44.0,156.0
3428,0.06856,44.0,156.0
3429,0.06858,43.0,157.0
3430,0.0686,43.0,157.0
3431,0.06862,42.0,158.0
3432,0.06864,43.0,157.0
3433,0.06866,44.0,156.0
3434,0.06868,44.0,156.0
3435,0.0687,43.0,157.0
3436,0.06872,45.0,155.0
3437,0.06874,46.0,154.0
3438,0.06876,48.0,152.0
3439,0.06878,46.0,154.0
3440,0.0688,44.0,156.0
3441,0.06882,46.0,154.0
3442,0.06884,48.0,152.0
3443,0.06886,46.0,154.0
3444,0.06888,47.0,153.0
3445,0.0689,44.0,156.0
3446,0.06892,45.0,155.0
3447,0.06894,45.0,155.0
3448,0.06896,44.0,156.0
3449,0.06898,45.0,155.0
3450,0.069,42.0,158.0
3451,0.06902,43.0,157.0
3452,0.06904,43.0,157.0
3453,0.06906,40.0,160.0
3454,0.06908,39.0,161.0
3455,0.0691,36.0,164.0
3456,0.06912,36.0,164.0
3457,0.06914,38.0,162.0
3458,0.06916,39.0,161.0
3459,0.06918,37.0,163.0
3460,0.0692,39.0,161.0
3461,0.06922,38.0,162.0
3462,0.06924,38.0,162.0
3463,0.06926,38.0,162.0
3464,0.06928,40.0,160.0
3465,0.0693,44.0,156.0
3466,0.06932,41.0,159.0
3467,0.06934,41.0,159.0
3468,0.06936,43.0,157.0
3469,0.06938,42.0,158.0
3470,0.0694,40.0,160.0
3471,0.06942,40.0,160.0
3472,0.06944,39.0,161.0
3473,0.06946,39.0,161.0
3474,0.06948,39.0,161.0
3475,0.0695,38.0,162.0
3476,0.06952,37.0,163.0
3477,0.06954,35.0,165.0
3478,0.06956,34.0,166.0
3479,0.06958,36.0,164.0
3480,0.0696,37.0,163.0
3481,0.06962,39.0,161.0
3482,0.06964,42.0,158.0
3483,0.06966,43.0,157.0
3484,0.06968,44.0,156.0
3485,0.0697,43.0,157.0
3486,0.06972,42.0,158.0
3487,0.06974,42.0,158.0
3488,0.06976,42.0,158.0
3489,0.06978,40.0,160.0
3490,0.0698,41.0,159.0
3491,0.06982,39.0,161.0
3492,0.06984,39.0,161.0
3493,0.06986,39.0,161.0
3494,0.06988,38.0,162.0
3495,0.0699,39.0,161.0
3496,0.06992,37.0,163.0
3497,0.06994,41.0,159.0
3498,0.06996,41.0,159.0
3499,0.06998,41.0,159.0
3500,0.07,39.0,161.0
3501,0.07002,37.0,163.0
3502,0.07004,39.0,161.0
3503,0.07006,37.0,163.0
3504,0.07008,37.0,163.0
3505,0.0701,37.0,163.0
3506,0.07012,37.0,163.0
3507,0.07014,37.0,163.0
3508,0.07016,37.0,163.0
3509,0.07018,37.0,163.0
3510,0.0702,35.0,165.0
3511,0.07022,34.0,166.0
3512,0.07024,35.0,165.0
3513,0.07026,38.0,162.0
3514,0.07028,33.0,167.0
3515,0.0703,31.0,169.0
3516,0.07032,32.0,168.0
3517,0.07034,32.0,168.0
3518,0.07036,35.0,165.0
3519,0.07038,34.0,166.0
3520,0.0704,34.0,166.0
3521,0.07042,36.0,164.0
3522,0.07044,36.0,164.0
3523,0.07046,36.0,164.0
3524,0.07048,35.0,165.0
3525,0.0705,36.0,164.0
3526,0.07052,36.0,164.0
3527,0.07054,33.0,167.0
3528,0.07056,31.0,169.0
3529,0.07058,30.0,170.0
3530,0.0706,30.0,170.0
3531,0.07062,29.0,171.0
3532,0.07064,27.0,173.0
3533,0.07066,28.0,172.0
3534,0.07068,30.0,170.0
3535,0.0707,32.0,168.0
3536,0.07072,33.0,167.0
3537,0.07074,35.0,165.0
3538,0.07076,33.0,167.0
3539,0.07078,33.0,167.0
3540,0.0708,35.0,165.0
3541,0.07082,34.0,166.0
3542,0.07084,32.0,168.0
3543,0.07086,32.0,168.0
3544,0.07088,32.0,168.0
3545,0.0709,33.0,167.0
3546,0.07092,34.0,166.0
3547,0.07094,34.0,166.0
3548,0.07096,37.0,163.0
3549,0.07098,36.0,164.0
3550,0.071,35.0,165.0
3551,0.07102,38.0,162.0
3552,0.07104,36.0,164.0
3553,0.07106,35.0,165.0
3554,0.07108,35.0,165.0
3555,0.0711,33.0,167.0
3556,0.07112,34.0,166.0
3557,0.07114,35.0,165.0
3558,0.07116,39.0,161.0
3559,0.07118,41.0,159.0
3560,0.0712,41.0,159.0
3561,0.07122,41.0,159.0
3562,0.07124,40.0,160.0
3563,0.07126,39.0,161.0
3564,0.07128,38.0,162.0
3565,0.0713,38.0,162.0
3566,0.07132,39.0,161.0
3567,0.07134,38.0,162.0
3568,0.07136,39.0,161.0
3569,0.07138,40.0,160.0
3570,0.0714,41.0,159.0
3571,0.07142,43.0,157.0
3572,0.07144,41.0,159.0
3573,0.07146,41.0,159.0
3574,0.07148,40.0,160.0
3575,0.0715,37.0,163.0
3576,0.07152,36.0,164.0
3577,0.07154,35.0,165.0
3578,0.07156,35.0,165.0
3579,0.07158,35.0,165.0
3580,0.0716,34.0,166.0
3581,0.07162,36.0,164.0
3582,0.07164,35.0,165.0
3583,0.07166,36.0,164.0
3584,0.07168,34.0,166.0
3585,0.0717,34.0,166.0
3586,0.07172,34.0,166.0
3587,0.07174,33.0,167.0
3588,0.07176,34.0,166.0
3589,0.07178,31.0,169.0
3590,0.0718,33.0,167.0
3591,0.07182,33.0,167.0
3592,0.07184,35.0,165.0
3593,0.07186,36.0,164.0
3594,0.07188,38.0,162.0
3595,0.0719,38.0,162.0
3596,0.07192,36.0,164.0
3597,0.07194,37.0,163.0
3598,0.07196,37.0,163.0
3599,0.07198,39.0,161.0
3600,0.072,37.0,163.0
3601,0.07202,36.0,164.0
3602,0.07204,37.0,163.0
3603,0.07206,37.0,163.0
3604,0.07208,39.0,161.0
3605,0.0721,37.0,163.0
3606,0.07212,37.0,163.0
3607,0.07214,37.0,163.0
3608,0.07216,35.0,165.0
3609,0.07218,36.0,164.0
3610,0.0722,37.0,163.0
3611,0.07222,33.0,167.0
3612,0.07224,31.0,169.0
3613,0.07226,32.0,168.0
3614,0.07228,32.0,168.0
3615,0.0723,31.0,169.0
3616,0.07232,33.0,167.0
3617,0.07234,33.0,167.0
3618,0.07236,30.0,170.0
3619,0.07238,31.0,169.0
3620,0.0724,27.0,173.0
3621,0.07242,27.0,173.0
3622,0.07244,30.0,170.0
3623,0.07246,29.0,171.0
3624,0.07248,27.0,173.0
3625,0.0725,31.0,169.0
3626,0.07252,28.0,172.0
3627,0.07254,28.0,172.0
3628,0.07256,29.0,171.0
3629,0.07258,31.0,169.0
3630,0.0726,31.0,169.0
3631,0.07262,29.0,171.0
3632,0.07264,30.0,170.0
3633,0.07266,30.0,170.0
3634,0.07268,30.0,170.0
3635,0.0727,28.0,172.0
3636,0.07272,26.0,174.0
3637,0.07274,27.0,173.0
3638,0.07276,28.0,172.0
3639,0.07278,28.0,172.0
3640,0.0728,30.0,170.0
3641,0.07282,28.0,172.0
3642,0.07284,30.0,170.0
3643,0.07286,31.0,169.0
3644,0.07288,31.0,169.0
3645,0.0729,34.0,166.0
3646,0.07292,34.0,166.0
3647,0.07294,35.0,165.0
3648,0.07296,37.0,163.0
3649,0.07298,36.0,164.0
3650,0.073,36.0,164.0
3651,0.07302,36.0,164.0
3652,0.07304,38.0,162.0
3653,0.07306,38.0,162.0
3654,0.07308,36.0,164.0
3655,0.0731,34.0,166.0
3656,0.07312,35.0,165.0
3657,0.07314,31.0,169.0
3658,0.07316,30.0,170.0
3659,0.07318,33.0,167.0
3660,0.0732,31.0,169.0
3661,0.07322,32.0,168.0
3662,0.07324,30.0,170.0
3663,0.07326,32.0,168.0
3664,0.07328,33.0,167.0
3665,0.0733,34.0,166.0
3666,0.07332,36.0,164.0
3667,0.07334,37.0,163.0
3668,0.07336,32.0,168.0
3669,0.07338,32.0,168.0
3670,0.0734,35.0,165.0
3671,0.07342,33.0,167.0
3672,0.07344,33.0,167.0
3673,0.07346,33.0,167.0
3674,0.07348,32.0,168.0
3675,0.0735,33.0,167.0
3676,0.07352,33.0,167.0
3677,0.07354,34.0,166.0
3678,0.07356,37.0,163.0
3679,0.07358,35.0,165.0
3680,0.0736,34.0,166.0
3681,0.07362,35.0,165.0
3682,0.07364,35.0,165.0
3683,0.07366,35.0,165.0
3684,0.07368,35.0,165.0
3685,0.0737,37.0,163.0
3686,0.07372,40.0,160.0
3687,0.07374,38.0,162.0
3688,0.07376,38.0,162.0
3689,0.07378,35.0,165.0
3690,0.0738,37.0,163.0
3691,0.07382,35.0,165.0
3692,0.07384,35.0,165.0
3693,0.07386,36.0,164.0
3694,0.07388,34.0,166.0
3695,0.0739,35.0,165.0
3696,0.07392,36.0,164.0
3697,0.07394,36.0,164.0
3698,0.07396,36.0,164.0
3699,0.07398,35.0,165.0
3700,0.074,33.0,167.0
3701,0.07402,34.0,166.0
3702,0.07404,35.0,165.0
3703,0.07406,35.0,165.0
3704,0.07408,36.0,164.0
3705,0.0741,38.0,162.0
3706,0.07412,39.0,161.0
3707,0.07414,36.0,164.0
3708,0.07416,35.0,165.0
3709,0.07418,36.0,164.0
3710,0.0742,35.0,165.0
3711,0.07422,36.0,164.0
3712,0.07424,35.0,165.0
3713,0.07426,39.0,161.0
3714,0.07428,39.0,161.0
3715,0.0743,36.0,164.0
3716,0.07432,35.0,165.0
3717,0.07434,34.0,166.0
3718,0.07436,37.0,163.0
3719,0.07438,34.0,166.0
3720,0.0744,36.0,164.0
3721,0.07442,38.0,162.0
3722,0.07444,36.0,164.0
3723,0.07446,35.0,165.0
3724,0.07448,36.0,164.0
3725,0.0745,35.0,165.0
3726,0.07452,34.0,166.0
3727,0.07454,33.0,167.0
3728,0.07456,33.0,167.0
3729,0.07458,35.0,165.0
3730,0.0746,36.0,164.0
3731,0.07462,37.0,163.0
3732,0.07464,36.0,164.0
3733,0.07466,37.0,163.0
3734,0.07468,37.0,163.0
3735,0.0747,37.0,163.0
3736,0.07472,34.0,166.0
3737,0.07474,34.0,166.0
3738,0.07476,35.0,165.0
3739,0.07478,37.0,163.0
3740,0.0748,38.0,162.0
3741,0.07482,37.0,163.0
3742,0.07484,37.0,163.0
3743,0.07486,38.0,162.0
3744,0.07488,39.0,161.0
3745,0.0749,40.0,160.0
3746,0.07492,41.0,159.0
3747,0.07494,42.0,158.0
3748,0.07496,42.0,158.0
3749,0.07498,42.0,158.0
3750,0.075,41.0,159.0
3751,0.07502,40.0,160.0
3752,0.07504,41.0,159.0
3753,0.07506,40.0,160.0
3754,0.07508,41.0,159.0
3755,0.0751,41.0,159.0
3756,0.07512,40.0,160.0
3757,0.07514,40.0,160.0
3758,0.07516,38.0,162.0
3759,0.07518,37.0,163.0
3760,0.0752,37.0,163.0
3761,0.07522,37.0,163.0
3762,0.07524,36.0,164.0
3763,0.07526,39.0,161.0
3764,0.07528,38.0,162.0
3765,0.0753,39.0,161.0
3766,0.07532,41.0,159.0
3767,0.07534,40.0,160.0
3768,0.07536,40.0,160.0
3769,0.07538,40.0,160.0
3770,0.0754,40.0,160.0
3771,0.07542,38.0,162.0
3772,0.07544,37.0,163.0
3773,0.07546,35.0,165.0
3774,0.07548,39.0,161.0
3775,0.0755,40.0,160.0
3776,0.07552,40.0,160.0
3777,0.07554,39.0,161.0
3778,0.07556,40.0,160.0
3779,0.07558,41.0,159.0
3780,0.0756,41.0,159.0
3781,0.07562,40.0,160.0
3782,0.07564,40.0,160.0
3783,0.07566,40.0,160.0
