,Time(s),B: 1.,B: 1. IL: 1.
3784,0.07568,40.0,160.0
3785,0.0757,40.0,160.0
3786,0.07572,38.0,162.0
3787,0.07574,38.0,162.0
3788,0.07576,41.0,159.0
3789,0.07578,43.0,157.0
3790,0.0758,44.0,156.0
3791,0.07582,46.0,154.0
3792,0.07584,45.0,155.0
3793,0.07586,45.0,155.0
3794,0.07588,44.0,156.0
3795,0.0759,45.0,155.0
3796,0.07592,44.0,156.0
3797,0.07594,41.0,159.0
3798,0.07596,41.0,159.0
3799,0.07598,41.0,159.0
3800,0.076,39.0,161.0
3801,0.07602,39.0,161.0
3802,0.07604,36.0,164.0
3803,0.07606,37.0,163.0
3804,0.07608,37.0,163.0
3805,0.0761,37.0,163.0
3806,0.07612,37.0,163.0
3807,0.07614,35.0,165.0
3808,0.07616,37.0,163.0
3809,0.07618,36.0,164.0
3810,0.0762,36.0,164.0
3811,0.07622,33.0,167.0
3812,0.07624,33.0,167.0
3813,0.07626,33.0,167.0
3814,0.07628,34.0,166.0
3815,0.0763,32.0,168.0
3816,0.07632,33.0,167.0
3817,0.07634,32.0,168.0
3818,0.07636,34.0,166.0
3819,0.07638,32.0,168.0
3820,0.0764,32.0,168.0
3821,0.07642,31.0,169.0
3822,0.07644,30.0,170.0
3823,0.07646,31.0,169.0
3824,0.07648,29.0,171.0
3825,0.0765,29.0,171.0
3826,0.07652,29.0,171.0
3827,0.07654,30.0,170.0
3828,0.07656,27.0,173.0
3829,0.07658,30.0,170.0
3830,0.0766,30.0,170.0
3831,0.07662,31.0,169.0
3832,0.07664,31.0,169.0
3833,0.07666,31.0,169.0
3834,0.07668,32.0,168.0
3835,0.0767,33.0,167.0
3836,0.07672,34.0,166.0
3837,0.07674,34.0,166.0
3838,0.07676,36.0,164.0
3839,0.07678,36.0,164.0
3840,0.0768,34.0,166.0
3841,0.07682,34.0,166.0
3842,0.07684,33.0,167.0
3843,0.07686,34.0,166.0
3844,0.07688,34.0,166.0
3845,0.0769,34.0,166.0
3846,0.07692,34.0,166.0
3847,0.07694,33.0,167.0
3848,0.07696,35.0,165.0
3849,0.07698,36.0,164.0
3850,0.077,38.0,162.0
3851,0.07702,37.0,163.0
3852,0.07704,35.0,165.0
3853,0.07706,35.0,165.0
3854,0.07708,34.0,166.0
3855,0.0771,34.0,166.0
3856,0.07712,32.0,168.0
3857,0.07714,32.0,168.0
3858,0.07716,32.0,168.0
3859,0.07718,34.0,166.0
3860,0.0772,35.0,165.0
3861,0.07722,35.0,165.0
3862,0.07724,35.0,165.0
3863,0.07726,34.0,166.0
3864,0.07728,35.0,165.0
3865,0.0773,34.0,166.0
3866,0.07732,32.0,168.0
3867,0.07734,33.0,167.0
3868,0.07736,34.0,166.0
3869,0.07738,31.0,169.0
3870,0.0774,31.0,169.0
3871,0.07742,33.0,167.0
3872,0.07744,30.0,170.0
3873,0.07746,28.0,172.0
3874,0.07748,30.0,170.0
3875,0.0775,31.0,169.0
3876,0.07752,31.0,169.0
3877,0.07754,29.0,171.0
3878,0.07756,27.0,173.0
3879,0.07758,28.0,172.0
3880,0.0776,32.0,168.0
3881,0.07762,32.0,168.0
3882,0.07764,33.0,167.0
3883,0.07766,34.0,166.0
3884,0.07768,34.0,166.0
3885,0.0777,33.0,167.0
3886,0.07772,32.0,168.0
3887,0.07774,32.0,168.0
3888,0.07776,33.0,167.0
3889,0.07778,29.0,171.0
3890,0.0778,29.0,171.0
3891,0.07782,32.0,168.0
3892,0.07784,34.0,166.0
3893,0.07786,31.0,169.0
3894,0.07788,32.0,168.0
3895,0.0779,33.0,167.0
3896,0.07792,31.0,169.0
3897,0.07794,31.0,169.0
3898,0.07796,31.0,169.0
3899,0.07798,34.0,166.0
3900,0.078,34.0,166.0
3901,0.07802,36.0,164.0
3902,0.07804,35.0,165.0
3903,0.07806,36.0,164.0
3904,0.07808,36.0,164.0
3905,0.0781,37.0,163.0
3906,0.07812,37.0,163.0
3907,0.07814,36.0,164.0
3908,0.07816,34.0,166.0
3909,0.07818,34.0,166.0
3910,0.0782,35.0,165.0
3911,0.07822,34.0,166.0
3912,0.07824,32.0,168.0
3913,0.07826,31.0,169.0
3914,0.07828,31.0,169.0
3915,0.0783,32.0,168.0
3916,0.07832,34.0,166.0
3917,0.07834,31.0,169.0
3918,0.07836,34.0,166.0
3919,0.07838,35.0,165.0
3920,0.0784,35.0,165.0
3921,0.07842,35.0,165.0
3922,0.07844,38.0,162.0
3923,0.07846,37.0,163.0
3924,0.07848,36.0,164.0
3925,0.0785,36.0,164.0
3926,0.07852,38.0,162.0
3927,0.07854,35.0,165.0
3928,0.07856,35.0,165.0
3929,0.07858,34.0,166.0
3930,0.0786,36.0,164.0
3931,0.07862,36.0,164.0
3932,0.07864,37.0,163.0
3933,0.07866,37.0,163.0
3934,0.07868,39.0,161.0
3935,0.0787,38.0,162.0
3936,0.07872,39.0,161.0
3937,0.07874,39.0,161.0
3938,0.07876,36.0,164.0
3939,0.07878,36.0,164.0
3940,0.0788,36.0,164.0
3941,0.07882,37.0,163.0
3942,0.07884,36.0,164.0
3943,0.07886,38.0,162.0
3944,0.07888,37.0,163.0
3945,0.0789,36.0,164.0
3946,0.07892,34.0,166.0
3947,0.07894,34.0,166.0
3948,0.07896,35.0,165.0
3949,0.07898,35.0,165.0
3950,0.079,32.0,168.0
3951,0.07902,32.0,168.0
3952,0.07904,34.0,166.0
3953,0.07906,33.0,167.0
3954,0.07908,33.0,167.0
3955,0.0791,35.0,165.0
3956,0.07912,32.0,168.0
3957,0.07914,33.0,167.0
3958,0.07916,36.0,164.0
3959,0.07918,35.0,165.0
3960,0.0792,33.0,167.0
3961,0.07922,33.0,167.0
3962,0.07924,33.0,167.0
3963,0.07926,35.0,165.0
3964,0.07928,34.0,166.0
3965,0.0793,32.0,168.0
3966,0.07932,36.0,164.0
3967,0.07934,37.0,163.0
3968,0.07936,33.0,167.0
3969,0.07938,31.0,169.0
3970,0.0794,31.0,169.0
3971,0.07942,32.0,168.0
3972,0.07944,30.0,170.0
3973,0.07946,33.0,167.0
3974,0.07948,33.0,167.0
3975,0.0795,35.0,165.0
3976,0.07952,34.0,166.0
3977,0.07954,34.0,166.0
3978,0.07956,34.0,166.0
3979,0.07958,33.0,167.0
3980,0.0796,33.0,167.0
3981,0.07962,34.0,166.0
3982,0.07964,30.0,170.0
3983,0.07966,32.0,168.0
3984,0.07968,32.0,168.0
3985,0.0797,30.0,170.0
3986,0.07972,30.0,170.0
3987,0.07974,30.0,170.0
3988,0.07976,30.0,170.0
3989,0.07978,29.0,171.0
3990,0.0798,32.0,168.0
3991,0.07982,35.0,165.0
3992,0.07984,37.0,163.0
3993,0.07986,35.0,165.0
3994,0.07988,34.0,166.0
3995,0.0799,36.0,164.0
3996,0.07992,37.0,163.0
3997,0.07994,35.0,165.0
3998,0.07996,34.0,166.0
3999,0.07998,34.0,166.0
4000,0.08,36.0,164.0
4001,0.08002,34.0,166.0
4002,0.08004,36.0,164.0
4003,0.08006,34.0,166.0
4004,0.08008,34.0,166.0
4005,0.0801,33.0,167.0
4006,0.08012,34.0,166.0
4007,0.08014,35.0,165.0
4008,0.08016,37.0,163.0
4009,0.08018,37.0,163.0
4010,0.0802,36.0,164.0
4011,0.08022,38.0,162.0
4012,0.08024,37.0,163.0
4013,0.08026,36.0,164.0
4014,0.08028,37.0,163.0
4015,0.0803,37.0,163.0
4016,0.08032,35.0,165.0
4017,0.08034,35.0,165.0
4018,0.08036,36.0,164.0
4019,0.08038,37.0,163.0
4020,0.0804,38.0,162.0
4021,0.08042,35.0,165.0
4022,0.08044,33.0,167.0
4023,0.08046,31.0,169.0
4024,0.08048,30.0,170.0
4025,0.0805,32.0,168.0
4026,0.08052,33.0,167.0
4027,0.08054,33.0,167.0
4028,0.08056,34.0,166.0
4029,0.08058,34.0,166.0
4030,0.0806,35.0,165.0
4031,0.08062,37.0,163.0
4032,0.08064,42.0,158.0
4033,0.08066,41.0,159.0
4034,0.08068,41.0,159.0
4035,0.0807,42.0,158.0
4036,0.08072,41.0,159.0
4037,0.08074,42.0,158.0
4038,0.08076,41.0,159.0
4039,0.08078,36.0,164.0
4040,0.0808,35.0,165.0
4041,0.08082,35.0,165.0
4042,0.08084,36.0,164.0
4043,0.08086,39.0,161.0
4044,0.08088,39.0,161.0
4045,0.0809,37.0,163.0
4046,0.08092,35.0,165.0
4047,0.08094,37.0,163.0
4048,0.08096,38.0,162.0
4049,0.08098,36.0,164.0
4050,0.081,35.0,165.0
4051,0.08102,37.0,163.0
4052,0.08104,35.0,165.0
4053,0.08106,34.0,166.0
4054,0.08108,35.0,165.0
4055,0.0811,35.0,165.0
4056,0.08112,37.0,163.0
4057,0.08114,35.0,165.0
4058,0.08116,35.0,165.0
4059,0.08118,34.0,166.0
4060,0.0812,33.0,167.0
4061,0.08122,37.0,163.0
4062,0.08124,36.0,164.0
4063,0.08126,36.0,164.0
4064,0.08128,37.0,163.0
4065,0.0813,37.0,163.0
4066,0.08132,38.0,162.0
4067,0.08134,37.0,163.0
4068,0.08136,40.0,160.0
4069,0.08138,39.0,161.0
4070,0.0814,37.0,163.0
4071,0.08142,40.0,160.0
4072,0.08144,40.0,160.0
4073,0.08146,42.0,158.0
4074,0.08148,40.0,160.0
4075,0.0815,41.0,159.0
4076,0.08152,39.0,161.0
4077,0.08154,39.0,161.0
4078,0.08156,40.0,160.0
4079,0.08158,40.0,160.0
4080,0.0816,41.0,159.0
4081,0.08162,41.0,159.0
4082,0.08164,41.0,159.0
4083,0.08166,43.0,157.0
4084,0.08168,41.0,159.0
4085,0.0817,40.0,160.0
4086,0.08172,37.0,163.0
4087,0.08174,35.0,165.0
4088,0.08176,35.0,165.0
4089,0.08178,35.0,165.0
4090,0.0818,34.0,166.0
4091,0.08182,35.0,165.0
4092,0.08184,36.0,164.0
4093,0.08186,35.0,165.0
4094,0.08188,36.0,164.0
4095,0.0819,36.0,164.0
4096,0.08192,37.0,163.0
4097,0.08194,33.0,167.0
4098,0.08196,34.0,166.0
4099,0.08198,33.0,167.0
4100,0.082,32.0,168.0
4101,0.08202,34.0,166.0
4102,0.08204,36.0,164.0
4103,0.08206,33.0,167.0
4104,0.08208,33.0,167.0
4105,0.0821,32.0,168.0
4106,0.08212,32.0,168.0
4107,0.08214,33.0,167.0
4108,0.08216,31.0,169.0
4109,0.08218,32.0,168.0
4110,0.0822,33.0,167.0
4111,0.08222,33.0,167.0
4112,0.08224,32.0,168.0
4113,0.08226,32.0,168.0
4114,0.08228,34.0,166.0
4115,0.0823,32.0,168.0
4116,0.08232,32.0,168.0
4117,0.08234,33.0,167.0
4118,0.08236,31.0,169.0
4119,0.08238,32.0,168.0
4120,0.0824,34.0,166.0
4121,0.08242,35.0,165.0
4122,0.08244,36.0,164.0
4123,0.08246,36.0,164.0
4124,0.08248,36.0,164.0
4125,0.0825,37.0,163.0
4126,0.08252,39.0,161.0
4127,0.08254,36.0,164.0
4128,0.08256,35.0,165.0
4129,0.08258,34.0,166.0
4130,0.0826,33.0,167.0
4131,0.08262,34.0,166.0
4132,0.08264,35.0,165.0
4133,0.08266,37.0,163.0
4134,0.08268,37.0,163.0
4135,0.0827,38.0,162.0
4136,0.08272,36.0,164.0
4137,0.08274,38.0,162.0
4138,0.08276,38.0,162.0
4139,0.08278,36.0,164.0
4140,0.0828,35.0,165.0
4141,0.08282,36.0,164.0
4142,0.08284,36.0,164.0
4143,0.08286,38.0,162.0
4144,0.08288,40.0,160.0
4145,0.0829,42.0,158.0
4146,0.08292,43.0,157.0
4147,0.08294,44.0,156.0
4148,0.08296,44.0,156.0
4149,0.08298,44.0,156.0
4150,0.083,43.0,157.0
4151,0.08302,43.0,157.0
4152,0.08304,43.0,157.0
4153,0.08306,43.0,157.0
4154,0.08308,43.0,157.0
4155,0.0831,44.0,156.0
4156,0.08312,46.0,154.0
4157,0.08314,46.0,154.0
4158,0.08316,45.0,155.0
4159,0.08318,43.0,157.0
4160,0.0832,44.0,156.0
4161,0.08322,45.0,155.0
4162,0.08324,44.0,156.0
4163,0.08326,45.0,155.0
4164,0.08328,44.0,156.0
4165,0.0833,43.0,157.0
4166,0.08332,43.0,157.0
4167,0.08334,43.0,157.0
4168,0.08336,43.0,157.0
4169,0.08338,44.0,156.0
4170,0.0834,45.0,155.0
4171,0.08342,45.0,155.0
4172,0.08344,44.0,156.0
4173,0.08346,45.0,155.0
4174,0.08348,46.0,154.0
4175,0.0835,48.0,152.0
4176,0.08352,49.0,151.0
4177,0.08354,48.0,152.0
4178,0.08356,48.0,152.0
4179,0.08358,47.0,153.0
4180,0.0836,44.0,156.0
4181,0.08362,46.0,154.0
4182,0.08364,45.0,155.0
4183,0.08366,46.0,154.0
4184,0.08368,42.0,158.0
4185,0.0837,42.0,158.0
4186,0.08372,44.0,156.0
4187,0.08374,42.0,158.0
4188,0.08376,43.0,157.0
4189,0.08378,43.0,157.0
4190,0.0838,43.0,157.0
4191,0.08382,44.0,156.0
4192,0.08384,44.0,156.0
4193,0.08386,45.0,155.0
4194,0.08388,47.0,153.0
4195,0.0839,46.0,154.0
4196,0.08392,49.0,151.0
4197,0.08394,47.0,153.0
4198,0.08396,46.0,154.0
4199,0.08398,43.0,157.0
4200,0.084,45.0,155.0
4201,0.08402,45.0,155.0
4202,0.08404,43.0,157.0
4203,0.08406,42.0,158.0
4204,0.08408,44.0,156.0
4205,0.0841,43.0,157.0
4206,0.08412,43.0,157.0
4207,0.08414,43.0,157.0
4208,0.08416,43.0,157.0
4209,0.08418,43.0,157.0
4210,0.0842,44.0,156.0
4211,0.08422,44.0,156.0
4212,0.08424,43.0,157.0
4213,0.08426,41.0,159.0
4214,0.08428,41.0,159.0
4215,0.0843,42.0,158.0
4216,0.08432,41.0,159.0
4217,0.08434,41.0,159.0
4218,0.08436,41.0,159.0
4219,0.08438,40.0,160.0
4220,0.0844,41.0,159.0
4221,0.08442,40.0,160.0
4222,0.08444,42.0,158.0
4223,0.08446,41.0,159.0
4224,0.08448,40.0,160.0
4225,0.0845,37.0,163.0
4226,0.08452,39.0,161.0
4227,0.08454,40.0,160.0
4228,0.08456,40.0,160.0
4229,0.08458,39.0,161.0
4230,0.0846,39.0,161.0
4231,0.08462,40.0,160.0
4232,0.08464,38.0,162.0
4233,0.08466,39.0,161.0
4234,0.08468,40.0,160.0
4235,0.0847,38.0,162.0
4236,0.08472,39.0,161.0
4237,0.08474,39.0,161.0
4238,0.08476,40.0,160.0
4239,0.08478,40.0,160.0
4240,0.0848,39.0,161.0
4241,0.08482,39.0,161.0
4242,0.08484,39.0,161.0
4243,0.08486,38.0,162.0
4244,0.08488,39.0,161.0
4245,0.0849,39.0,161.0
4246,0.08492,39.0,161.0
4247,0.08494,38.0,162.0
4248,0.08496,42.0,158.0
4249,0.08498,41.0,159.0
4250,0.085,39.0,161.0
4251,0.08502,38.0,162.0
4252,0.08504,38.0,162.0
4253,0.08506,38.0,162.0
4254,0.08508,38.0,162.0
4255,0.0851,39.0,161.0
4256,0.08512,40.0,160.0
4257,0.08514,37.0,163.0
4258,0.08516,36.0,164.0
4259,0.08518,39.0,161.0
4260,0.0852,38.0,162.0
4261,0.08522,39.0,161.0
4262,0.08524,39.0,161.0
4263,0.08526,38.0,162.0
4264,0.08528,38.0,162.0
4265,0.0853,38.0,162.0
4266,0.08532,40.0,160.0
4267,0.08534,38.0,162.0
4268,0.08536,38.0,162.0
4269,0.08538,39.0,161.0
4270,0.0854,38.0,162.0
4271,0.08542,39.0,161.0
4272,0.08544,37.0,163.0
4273,0.08546,38.0,162.0
4274,0.08548,37.0,163.0
4275,0.0855,40.0,160.0
4276,0.08552,40.0,160.0
4277,0.08554,38.0,162.0
4278,0.08556,39.0,161.0
4279,0.08558,42.0,158.0
4280,0.0856,41.0,159.0
4281,0.08562,41.0,159.0
4282,0.08564,41.0,159.0
4283,0.08566,39.0,161.0
4284,0.08568,39.0,161.0
4285,0.0857,39.0,161.0
4286,0.08572,40.0,160.0
4287,0.08574,39.0,161.0
4288,0.08576,40.0,160.0
4289,0.08578,41.0,159.0
4290,0.0858,41.0,159.0
4291,0.08582,41.0,159.0
4292,0.08584,40.0,160.0
4293,0.08586,42.0,158.0
4294,0.08588,39.0,161.0
4295,0.0859,38.0,162.0
4296,0.08592,36.0,164.0
4297,0.08594,38.0,162.0
4298,0.08596,40.0,160.0
4299,0.08598,40.0,160.0
4300,0.086,38.0,162.0
4301,0.08602,40.0,160.0
4302,0.08604,43.0,157.0
4303,0.08606,42.0,158.0
4304,0.08608,41.0,159.0
4305,0.0861,42.0,158.0
4306,0.08612,40.0,160.0
4307,0.08614,40.0,160.0
4308,0.08616,39.0,161.0
4309,0.08618,41.0,159.0
4310,0.0862,39.0,161.0
4311,0.08622,39.0,161.0
4312,0.08624,40.0,160.0
4313,0.08626,41.0,159.0
4314,0.08628,40.0,160.0
4315,0.0863,40.0,160.0
4316,0.08632,40.0,160.0
4317,0.08634,41.0,159.0
4318,0.08636,41.0,159.0
4319,0.08638,39.0,161.0
4320,0.0864,40.0,160.0
4321,0.08642,39.0,161.0
4322,0.08644,39.0,161.0
4323,0.08646,38.0,162.0
4324,0.08648,38.0,162.0
4325,0.0865,38.0,162.0
4326,0.08652,41.0,159.0
4327,0.08654,38.0,162.0
4328,0.08656,37.0,163.0
4329,0.08658,37.0,163.0
4330,0.0866,38.0,162.0
4331,0.08662,38.0,162.0
4332,0.08664,34.0,166.0
4333,0.08666,38.0,162.0
4334,0.08668,36.0,164.0
4335,0.0867,37.0,163.0
4336,0.08672,36.0,164.0
4337,0.08674,39.0,161.0
4338,0.08676,40.0,160.0
4339,0.08678,42.0,158.0
4340,0.0868,41.0,159.0
4341,0.08682,41.0,159.0
4342,0.08684,37.0,163.0
4343,0.08686,39.0,161.0
4344,0.08688,39.0,161.0
4345,0.0869,37.0,163.0
4346,0.08692,36.0,164.0
4347,0.08694,38.0,162.0
4348,0.08696,37.0,163.0
4349,0.08698,39.0,161.0
4350,0.087,42.0,158.0
4351,0.08702,44.0,156.0
4352,0.08704,45.0,155.0
4353,0.08706,46.0,154.0
4354,0.08708,44.0,156.0
4355,0.0871,39.0,161.0
4356,0.08712,36.0,164.0
4357,0.08714,37.0,163.0
4358,0.08716,38.0,162.0
4359,0.08718,40.0,160.0
4360,0.0872,38.0,162.0
4361,0.08722,40.0,160.0
4362,0.08724,39.0,161.0
4363,0.08726,40.0,160.0
4364,0.08728,39.0,161.0
4365,0.0873,39.0,161.0
4366,0.08732,39.0,161.0
4367,0.08734,39.0,161.0
4368,0.08736,41.0,159.0
4369,0.08738,39.0,161.0
4370,0.0874,40.0,160.0
4371,0.08742,41.0,159.0
4372,0.08744,39.0,161.0
4373,0.08746,42.0,158.0
4374,0.08748,41.0,159.0
4375,0.0875,41.0,159.0
4376,0.08752,40.0,160.0
4377,0.08754,39.0,161.0
4378,0.08756,42.0,158.0
4379,0.08758,40.0,160.0
4380,0.0876,40.0,160.0
4381,0.08762,41.0,159.0
4382,0.08764,39.0,161.0
4383,0.08766,38.0,162.0
4384,0.08768,41.0,159.0
4385,0.0877,38.0,162.0
4386,0.08772,37.0,163.0
4387,0.08774,37.0,163.0
4388,0.08776,37.0,163.0
4389,0.08778,38.0,162.0
4390,0.0878,38.0,162.0
4391,0.08782,38.0,162.0
4392,0.08784,39.0,161.0
4393,0.08786,39.0,161.0
4394,0.08788,40.0,160.0
4395,0.0879,39.0,161.0
4396,0.08792,40.0,160.0
4397,0.08794,42.0,158.0
4398,0.08796,40.0,160.0
4399,0.08798,40.0,160.0
4400,0.088,41.0,159.0
4401,0.08802,42.0,158.0
4402,0.08804,44.0,156.0
4403,0.08806,41.0,159.0
4404,0.08808,43.0,157.0
4405,0.0881,44.0,156.0
4406,0.08812,43.0,157.0
4407,0.08814,42.0,158.0
4408,0.08816,43.0,157.0
4409,0.08818,44.0,156.0
4410,0.0882,41.0,159.0
4411,0.08822,41.0,159.0
4412,0.08824,39.0,161.0
4413,0.08826,38.0,162.0
4414,0.08828,38.0,162.0
4415,0.0883,39.0,161.0
4416,0.08832,41.0,159.0
4417,0.08834,39.0,161.0
4418,0.08836,40.0,160.0
4419,0.08838,40.0,160.0
4420,0.0884,42.0,158.0
4421,0.08842,41.0,159.0
4422,0.08844,44.0,156.0
4423,0.08846,43.0,157.0
4424,0.08848,42.0,158.0
4425,0.0885,44.0,156.0
4426,0.08852,44.0,156.0
4427,0.08854,45.0,155.0
4428,0.08856,47.0,153.0
4429,0.08858,46.0,154.0
4430,0.0886,45.0,155.0
4431,0.08862,45.0,155.0
4432,0.08864,48.0,152.0
4433,0.08866,47.0,153.0
4434,0.08868,46.0,154.0
4435,0.0887,47.0,153.0
4436,0.08872,47.0,153.0
4437,0.08874,45.0,155.0
4438,0.08876,44.0,156.0
4439,0.08878,43.0,157.0
4440,0.0888,43.0,157.0
4441,0.08882,44.0,156.0
4442,0.08884,43.0,157.0
4443,0.08886,48.0,152.0
4444,0.08888,46.0,154.0
4445,0.0889,45.0,155.0
4446,0.08892,45.0,155.0
4447,0.08894,46.0,154.0
4448,0.08896,45.0,155.0
4449,0.08898,45.0,155.0
4450,0.089,45.0,155.0
4451,0.08902,46.0,154.0
4452,0.08904,40.0,160.0
4453,0.08906,40.0,160.0
4454,0.08908,40.0,160.0
4455,0.0891,39.0,161.0
4456,0.08912,41.0,159.0
4457,0.08914,40.0,160.0
4458,0.08916,43.0,157.0
4459,0.08918,41.0,159.0
4460,0.0892,41.0,159.0
4461,0.08922,39.0,161.0
4462,0.08924,38.0,162.0
4463,0.08926,37.0,163.0
4464,0.08928,36.0,164.0
4465,0.0893,37.0,163.0
4466,0.08932,39.0,161.0
4467,0.08934,40.0,160.0
4468,0.08936,37.0,163.0
4469,0.08938,37.0,163.0
4470,0.0894,35.0,165.0
4471,0.08942,36.0,164.0
4472,0.08944,38.0,162.0
4473,0.08946,39.0,161.0
4474,0.08948,40.0,160.0
4475,0.0895,39.0,161.0
4476,0.08952,38.0,162.0
4477,0.08954,39.0,161.0
4478,0.08956,38.0,162.0
4479,0.08958,37.0,163.0
4480,0.0896,34.0,166.0
4481,0.08962,36.0,164.0
4482,0.08964,36.0,164.0
4483,0.08966,36.0,164.0
4484,0.08968,37.0,163.0
4485,0.0897,39.0,161.0
4486,0.08972,37.0,163.0
4487,0.08974,38.0,162.0
4488,0.08976,38.0,162.0
4489,0.08978,40.0,160.0
4490,0.0898,39.0,161.0
4491,0.08982,36.0,164.0
4492,0.08984,34.0,166.0
4493,0.08986,36.0,164.0
4494,0.08988,38.0,162.0
4495,0.0899,38.0,162.0
4496,0.08992,38.0,162.0
4497,0.08994,38.0,162.0
4498,0.08996,37.0,163.0
4499,0.08998,41.0,159.0
4500,0.09,41.0,159.0
4501,0.09002,42.0,158.0
4502,0.09004,43.0,157.0
4503,0.09006,42.0,158.0
4504,0.09008,42.0,158.0
4505,0.0901,43.0,157.0
4506,0.09012,43.0,157.0
4507,0.09014,45.0,155.0
4508,0.09016,43.0,157.0
4509,0.09018,42.0,158.0
4510,0.0902,42.0,158.0
4511,0.09022,45.0,155.0
4512,0.09024,42.0,158.0
4513,0.09026,41.0,159.0
4514,0.09028,42.0,158.0
4515,0.0903,46.0,154.0
4516,0.09032,51.0,149.0
4517,0.09034,46.0,154.0
4518,0.09036,45.0,155.0
4519,0.09038,43.0,157.0
4520,0.0904,45.0,155.0
4521,0.09042,46.0,154.0
4522,0.09044,44.0,156.0
4523,0.09046,44.0,156.0
4524,0.09048,43.0,157.0
4525,0.0905,40.0,160.0
4526,0.09052,44.0,156.0
4527,0.09054,47.0,153.0
4528,0.09056,44.0,156.0
4529,0.09058,44.0,156.0
4530,0.0906,41.0,159.0
4531,0.09062,40.0,160.0
4532,0.09064,39.0,161.0
4533,0.09066,41.0,159.0
4534,0.09068,40.0,160.0
4535,0.0907,41.0,159.0
4536,0.09072,41.0,159.0
4537,0.09074,44.0,156.0
4538,0.09076,44.0,156.0
4539,0.09078,42.0,158.0
4540,0.0908,42.0,158.0
4541,0.09082,41.0,159.0
4542,0.09084,37.0,163.0
4543,0.09086,37.0,163.0
4544,0.09088,37.0,163.0
4545,0.0909,33.0,167.0
4546,0.09092,33.0,167.0
4547,0.09094,34.0,166.0
4548,0.09096,31.0,169.0
4549,0.09098,31.0,169.0
4550,0.091,31.0,169.0
4551,0.09102,31.0,169.0
4552,0.09104,31.0,169.0
4553,0.09106,34.0,166.0
4554,0.09108,33.0,167.0
4555,0.0911,36.0,164.0
4556,0.09112,36.0,164.0
4557,0.09114,35.0,165.0
4558,0.09116,34.0,166.0
4559,0.09118,34.0,166.0
4560,0.0912,35.0,165.0
4561,0.09122,33.0,167.0
4562,0.09124,32.0,168.0
4563,0.09126,35.0,165.0
4564,0.09128,36.0,164.0
4565,0.0913,38.0,162.0
4566,0.09132,33.0,167.0
4567,0.09134,33.0,167.0
4568,0.09136,35.0,165.0
4569,0.09138,36.0,164.0
4570,0.0914,35.0,165.0
4571,0.09142,35.0,165.0
4572,0.09144,35.0,165.0
4573,0.09146,34.0,166.0
4574,0.09148,34.0,166.0
4575,0.0915,34.0,166.0
4576,0.09152,33.0,167.0
4577,0.09154,32.0,168.0
4578,0.09156,31.0,169.0
4579,0.09158,36.0,164.0
4580,0.0916,35.0,165.0
4581,0.09162,34.0,166.0
4582,0.09164,33.0,167.0
4583,0.09166,33.0,167.0
4584,0.09168,36.0,164.0
4585,0.0917,36.0,164.0
4586,0.09172,37.0,163.0
4587,0.09174,36.0,164.0
4588,0.09176,38.0,162.0
4589,0.09178,38.0,162.0
4590,0.0918,37.0,163.0
4591,0.09182,39.0,161.0
4592,0.09184,40.0,160.0
4593,0.09186,37.0,163.0
4594,0.09188,34.0,166.0
4595,0.0919,33.0,167.0
4596,0.09192,35.0,165.0
4597,0.09194,35.0,165.0
4598,0.09196,32.0,168.0
4599,0.09198,31.0,169.0
4600,0.092,31.0,169.0
4601,0.09202,32.0,168.0
4602,0.09204,31.0,169.0
4603,0.09206,30.0,170.0
4604,0.09208,31.0,169.0
4605,0.0921,31.0,169.0
4606,0.09212,31.0,169.0
4607,0.09214,30.0,170.0
4608,0.09216,32.0,168.0
4609,0.09218,33.0,167.0
4610,0.0922,32.0,168.0
4611,0.09222,33.0,167.0
4612,0.09224,34.0,166.0
4613,0.09226,32.0,168.0
4614,0.09228,31.0,169.0
4615,0.0923,33.0,167.0
4616,0.09232,33.0,167.0
4617,0.09234,31.0,169.0
4618,0.09236,31.0,169.0
4619,0.09238,32.0,168.0
4620,0.0924,32.0,168.0
4621,0.09242,33.0,167.0
4622,0.09244,34.0,166.0
4623,0.09246,36.0,164.0
4624,0.09248,34.0,166.0
4625,0.0925,33.0,167.0
4626,0.09252,32.0,168.0
4627,0.09254,32.0,168.0
4628,0.09256,31.0,169.0
4629,0.09258,33.0,167.0
4630,0.0926,32.0,168.0
4631,0.09262,31.0,169.0
4632,0.09264,30.0,170.0
4633,0.09266,33.0,167.0
4634,0.09268,31.0,169.0
4635,0.0927,31.0,169.0
4636,0.09272,32.0,168.0
4637,0.09274,34.0,166.0
4638,0.09276,33.0,167.0
4639,0.09278,34.0,166.0
4640,0.0928,37.0,163.0
4641,0.09282,36.0,164.0
4642,0.09284,34.0,166.0
4643,0.09286,38.0,162.0
4644,0.09288,37.0,163.0
4645,0.0929,39.0,161.0
4646,0.09292,39.0,161.0
4647,0.09294,38.0,162.0
4648,0.09296,38.0,162.0
4649,0.09298,37.0,163.0
4650,0.093,37.0,163.0
4651,0.09302,38.0,162.0
4652,0.09304,36.0,164.0
4653,0.09306,36.0,164.0
4654,0.09308,35.0,165.0
4655,0.0931,34.0,166.0
4656,0.09312,38.0,162.0
4657,0.09314,35.0,165.0
