Time (s),ap2Mem,leg
52.335,159,27
52.35,158,27
52.365,160,26
52.38,159,26
52.395,160,24
52.41,159,27
52.425,155,25
52.44,158,19
52.455,156,21
52.47,157,20
52.485,160,25
52.5,161,27
52.515,161,24
52.53,161,23
52.545,162,24
52.56,164,22
52.575,164,24
52.59,162,26
52.605,162,27
52.62,162,25
52.635,161,27
52.65,163,28
52.665,159,28
52.68,159,28
52.695,158,27
52.71,157,27
52.725,157,26
52.74,157,25
52.755,158,28
52.77,162,28
52.785,160,27
52.8,163,25
52.815,163,29
52.83,161,27
52.845,162,24
52.86,163,24
52.875,164,28
52.89,164,27
52.905,164,26
52.92,165,26
52.935,163,27
52.95,165,30
52.965,166,28
52.98,164,28
52.995,167,26
53.01,171,27
53.025,168,25
53.04,166,24
53.055,166,25
53.07,168,29
53.085,167,25
53.1,166,27
53.115,168,29
53.13,168,31
53.145,169,30
53.16,167,32
53.175,166,32
53.19,166,30
53.205,164,26
53.22,167,25
53.235,167,26
53.25,166,25
53.265,165,27
53.28,167,24
53.295,167,25
53.31,169,28
53.325,170,26
53.34,168,25
53.355,169,28
53.37,166,21
53.385,164,21
53.4,165,21
53.415,166,25
53.43,165,27
53.445,165,26
53.46,165,27
53.475,164,24
53.49,162,28
53.505,163,27
53.52,159,29
53.535,160,28
53.55,162,26
53.565,159,24
53.58,159,22
53.595,162,22
53.61,163,23
53.625,161,22
53.64,161,26
53.655,163,28
53.67,163,25
53.685,165,22
53.7,162,22
53.715,160,22
53.73,161,23
53.745,159,25
53.76,161,26
53.775,161,23
53.79,161,24
53.805,162,24
53.82,164,22
53.835,166,23
53.85,163,23
53.865,163,24
53.88,162,25
53.895,163,26
53.91,163,25
53.925,163,27
53.94,162,27
53.955,162,26
53.97,159,25
53.985,158,27
54,157,25
54.015,155,24
54.03,158,22
54.045,160,21
54.06,158,18
54.075,156,20
54.09,157,19
54.105,159,22
54.12,162,21
54.135,164,22
54.15,164,21
54.165,165,22
54.18,165,23
54.195,164,25
54.21,161,27
54.225,164,25
54.24,160,25
54.255,157,25
54.27,157,24
54.285,161,24
54.3,163,26
54.315,165,25
54.33,167,27
54.345,169,28
54.36,169,27
54.375,168,29
54.39,169,26
54.405,168,26
54.42,167,26
54.435,165,29
54.45,166,27
54.465,163,29
54.48,163,31
54.495,164,35
54.51,162,35
54.525,159,33
54.54,161,31
54.555,161,33
54.57,164,32
54.585,164,34
54.6,163,36
54.615,166,34
54.63,165,32
54.645,165,34
54.66,163,34
54.675,161,39
54.69,158,38
54.705,159,38
54.72,161,34
54.735,164,33
54.75,165,28
54.765,164,29
54.78,163,27
54.795,165,30
54.81,162,29
54.825,158,28
54.84,158,29
54.855,160,26
54.87,157,26
54.885,157,25
54.9,158,26
54.915,159,29
54.93,161,30
54.945,160,29
54.96,159,28
54.975,158,28
54.99,159,33
55.005,159,32
55.02,162,31
55.035,163,31
55.05,164,33
55.065,165,30
55.08,167,27
55.095,166,28
55.11,166,27
55.125,166,26
55.14,167,29
55.155,169,28
55.17,167,29
55.185,166,27
55.2,167,23
55.215,168,25
55.23,165,25
55.245,166,25
55.26,164,27
55.275,164,27
55.29,163,29
55.305,165,32
55.32,164,29
55.335,164,31
55.35,162,32
55.365,160,30
55.38,160,29
55.395,159,28
55.41,161,31
55.425,163,33
55.44,162,32
55.455,161,34
55.47,162,35
55.485,162,35
55.5,164,32
55.515,164,33
55.53,164,34
55.545,161,30
55.56,160,33
55.575,161,31
55.59,160,31
55.605,160,28
55.62,163,31
55.635,163,30
55.65,160,33
55.665,161,34
55.68,161,33
55.695,160,32
55.71,160,29
55.725,159,25
55.74,161,27
55.755,163,28
55.77,163,29
55.785,160,28
55.8,161,28
55.815,161,33
55.83,162,27
55.845,167,26
55.86,168,25
55.875,168,23
55.89,167,23
55.905,163,21
55.92,163,21
55.935,163,20
55.95,165,19
55.965,168,19
55.98,167,20
55.995,166,19
56.01,167,21
56.025,165,23
56.04,163,25
56.055,163,28
56.07,165,28
56.085,163,30
56.1,164,31
56.115,160,28
56.13,161,31
56.145,163,32
56.16,160,29
56.175,160,28
56.19,160,27
56.205,165,26
56.22,165,29
56.235,166,31
56.25,165,33
56.265,164,34
56.28,165,35
56.295,166,33
56.31,163,37
56.325,163,35
56.34,161,33
56.355,161,35
56.37,160,33
56.385,162,31
56.4,162,30
56.415,165,30
56.43,163,32
56.445,163,30
56.46,163,28
56.475,163,27
56.49,165,26
56.505,166,24
56.52,164,26
56.535,163,24
56.55,164,25
56.565,167,22
56.58,167,20
56.595,167,18
56.61,166,20
56.625,164,21
56.64,164,20
56.655,163,21
56.67,165,24
56.685,165,23
56.7,166,22
56.715,165,26
56.73,164,26
56.745,161,26
56.76,161,28
56.775,162,26
56.79,166,22
56.805,163,21
56.82,163,26
56.835,159,25
56.85,159,25
56.865,158,23
56.88,159,22
56.895,160,29
56.91,163,31
56.925,162,31
56.94,162,28
56.955,164,27
56.97,163,29
56.985,163,27
57,163,28
57.015,166,28
57.03,166,29
57.045,166,28
57.06,166,30
57.075,166,31
57.09,163,34
57.105,162,32
57.12,161,30
57.135,161,29
57.15,162,32
57.165,164,29
57.18,165,24
57.195,165,23
57.21,168,26
57.225,165,24
57.24,163,21
57.255,161,23
57.27,160,22
57.285,163,23
57.3,161,26
57.315,160,22
57.33,161,23
57.345,161,21
57.36,161,24
57.375,160,28
57.39,159,31
57.405,161,31
57.42,162,32
57.435,163,29
57.45,161,29
57.465,161,29
57.48,162,27
57.495,163,27
57.51,162,26
57.525,163,23
57.54,165,21
57.555,165,17
57.57,164,22
57.585,167,27
57.6,169,28
57.615,170,27
57.63,169,25
57.645,170,28
57.66,168,28
57.675,166,30
57.69,168,32
57.705,166,30
57.72,168,27
57.735,168,25
57.75,166,24
57.765,167,23
57.78,168,20
57.795,167,20
57.81,169,22
57.825,168,24
57.84,165,24
57.855,163,23
57.87,165,22
57.885,165,21
57.9,161,21
57.915,160,22
57.93,161,20
57.945,163,20
57.96,162,16
57.975,162,19
57.99,165,19
58.005,166,21
58.02,164,18
58.035,164,18
58.05,167,20
58.065,165,22
58.08,163,22
58.095,161,22
58.11,162,24
58.125,165,25
58.14,163,24
58.155,165,23
58.17,163,21
58.185,162,21
58.2,161,25
58.215,162,28
58.23,161,30
58.245,164,25
58.26,164,28
58.275,164,26
58.29,160,24
58.305,162,25
58.32,160,26
58.335,158,28
58.35,158,25
58.365,157,25
58.38,157,24
58.395,158,26
58.41,158,22
58.425,157,26
58.44,157,24
58.455,161,24
58.47,162,23
58.485,166,20
58.5,167,20
58.515,166,21
58.53,168,19
58.545,167,16
58.56,164,19
58.575,162,21
58.59,161,19
58.605,163,23
58.62,164,22
58.635,166,23
58.65,166,24
58.665,168,25
58.68,166,28
58.695,165,28
58.71,165,28
58.725,164,31
58.74,163,30
58.755,165,33
58.77,164,32
58.785,163,30
58.8,164,30
58.815,164,28
58.83,163,24
58.845,165,30
58.86,165,32
58.875,161,34
58.89,162,32
58.905,162,31
58.92,161,30
58.935,162,29
58.95,162,33
58.965,166,30
58.98,167,28
58.995,168,30
59.01,168,32
59.025,165,32
59.04,167,35
59.055,165,33
59.07,165,32
59.085,162,34
59.1,162,37
59.115,164,38
59.13,163,39
59.145,162,44
59.16,162,42
59.175,163,40
59.19,165,38
59.205,164,37
59.22,164,39
59.235,166,36
59.25,164,33
59.265,164,33
59.28,163,31
59.295,161,34
59.31,160,31
59.325,162,29
59.34,164,32
59.355,164,33
59.37,164,36
59.385,166,38
59.4,167,38
59.415,164,37
59.43,164,39
59.445,159,35
59.46,156,36
59.475,158,35
59.49,163,39
59.505,163,37
59.52,164,35
59.535,161,34
59.55,161,26
59.565,162,27
59.58,160,29
59.595,164,32
59.61,166,29
59.625,166,25
59.64,166,24
59.655,166,23
59.67,162,25
59.685,164,27
59.7,164,31
59.715,165,31
59.73,169,29
59.745,168,29
59.76,166,27
59.775,166,29
59.79,168,27
59.805,167,25
59.82,167,27
59.835,165,30
59.85,164,29
59.865,162,27
59.88,165,25
59.895,164,23
59.91,163,21
59.925,160,21
59.94,158,24
59.955,158,25
59.97,157,29
59.985,157,27
60,157,31
60.015,153,33
60.03,157,33
60.045,158,34
60.06,161,33
60.075,163,31
60.09,166,32
60.105,166,28
60.12,166,23
60.135,167,24
60.15,164,22
60.165,162,16
60.18,161,19
60.195,164,21
60.21,162,18
60.225,160,17
60.24,159,19
60.255,158,20
60.27,157,21
60.285,160,19
60.3,162,20
60.315,162,20
60.33,160,21
60.345,161,20
60.36,162,18
60.375,160,18
60.39,161,18
60.405,163,19
60.42,162,18
60.435,162,20
60.45,162,18
60.465,162,19
60.48,164,19
60.495,165,20
60.51,166,25
60.525,165,25
60.54,163,25
60.555,162,25
60.57,161,23
60.585,161,25
60.6,162,32
60.615,162,36
60.63,163,35
60.645,163,28
60.66,166,28
60.675,165,27
60.69,162,29
60.705,161,33
60.72,161,32
60.735,158,32
60.75,159,32
60.765,158,28
60.78,158,28
60.795,158,26
60.81,161,30
60.825,162,29
60.84,160,23
60.855,159,23
60.87,159,27
60.885,160,26
60.9,160,26
60.915,158,28
60.93,157,29
60.945,158,29
60.96,156,29
60.975,156,27
60.99,155,30
61.005,158,31
61.02,157,33
61.035,158,33
61.05,154,36
61.065,156,37
61.08,155,35
61.095,153,37
61.11,157,36
61.125,156,40
61.14,156,42
61.155,156,43
61.17,158,41
61.185,158,33
61.2,158,31
61.215,160,32
61.23,161,29
61.245,160,29
61.26,158,26
61.275,159,26
61.29,159,27
61.305,159,27
61.32,163,30
61.335,162,37
61.35,163,37
61.365,160,31
61.38,160,33
61.395,161,34
61.41,165,34
61.425,163,32
61.44,164,29
61.455,165,27
61.47,164,25
61.485,163,26
61.5,164,26
61.515,162,25
61.53,163,22
61.545,162,26
61.56,163,22
61.575,160,25
61.59,163,24
61.605,162,28
61.62,162,30
61.635,162,32
61.65,164,32
61.665,166,29
61.68,165,28
61.695,166,28
61.71,165,29
61.725,166,26
61.74,167,28
61.755,167,28
61.77,166,25
61.785,163,26
61.8,167,30
61.815,167,29
61.83,166,32
61.845,166,28
61.86,169,22
61.875,169,24
61.89,167,25
61.905,167,21
61.92,165,27
61.935,165,24
61.95,164,22
61.965,159,22
61.98,159,19
61.995,162,22
62.01,163,23
62.025,162,24
62.04,161,23
62.055,161,23
62.07,162,22
62.085,161,22
62.1,161,24
62.115,164,24
62.13,163,22
62.145,161,25
62.16,161,26
62.175,160,27
62.19,159,26
62.205,160,26
62.22,160,26
62.235,160,27
62.25,160,30
62.265,163,32
62.28,161,30
62.295,166,28
62.31,164,25
62.325,163,24
62.34,163,21
62.355,161,20
62.37,163,21
62.385,161,25
62.4,161,27
62.415,161,27
62.43,161,22
62.445,162,21
62.46,160,24
62.475,161,25
62.49,162,25
62.505,163,27
62.52,163,22
62.535,166,25
62.55,165,27
62.565,163,28
62.58,165,25
62.595,161,23
62.61,163,21
62.625,163,20
62.64,162,17
62.655,161,17
62.67,163,14
62.685,163,16
62.7,165,19
62.715,167,21
62.73,169,18
62.745,170,17
62.76,169,19
62.775,169,22
62.79,168,26
62.805,165,24
62.82,163,21
62.835,164,25
62.85,164,22
62.865,164,22
62.88,164,24
62.895,162,23
62.91,160,26
62.925,162,24
62.94,162,28
62.955,163,25
62.97,164,28
62.985,163,29
63,164,27
63.015,164,25
63.03,164,25
63.045,164,24
63.06,162,24
63.075,160,23
63.09,161,22
63.105,159,27
63.12,157,23
63.135,157,21
63.15,155,18
63.165,156,17
63.18,155,20
63.195,156,22
63.21,155,21
63.225,157,20
63.24,158,21
63.255,161,24
63.27,162,26
63.285,162,24
63.3,164,21
63.315,165,24
63.33,165,22
63.345,162,21
63.36,162,20
63.375,165,19
63.39,163,19
63.405,162,22
63.42,163,23
63.435,162,25
63.45,164,27
63.465,161,32
63.48,162,26
63.495,162,27
63.51,160,28
63.525,163,34
63.54,164,36
63.555,164,35
63.57,160,37
63.585,164,35
63.6,164,34
63.615,165,32
63.63,166,29
63.645,164,30
63.66,165,27
63.675,161,24
63.69,161,26
63.705,161,26
63.72,163,25
63.735,162,24
63.75,163,25
63.765,162,29
63.78,159,26
63.795,163,27
63.81,163,23
63.825,164,28
63.84,165,25
63.855,165,29
63.87,163,28
63.885,164,27
63.9,163,23
63.915,164,23
63.93,166,23
63.945,166,22
63.96,167,27
63.975,168,27
63.99,168,28
64.005,168,29
64.02,167,28
64.035,166,26
64.05,164,32
64.065,163,33
64.08,163,35
64.095,166,35
64.11,164,36
64.125,162,37
64.14,165,36
64.155,166,33
64.17,170,28
64.185,173,33
64.2,172,32
64.215,169,33
64.23,168,31
64.245,168,32
64.26,168,30
64.275,167,33
64.29,168,31
64.305,165,31
64.32,169,29
64.335,168,30
64.35,167,29
64.365,166,27
64.38,166,30
64.395,166,35
64.41,163,34
64.425,163,33
64.44,161,30
64.455,160,31
64.47,160,33
64.485,162,33
64.5,162,33
64.515,160,31
64.53,163,33
64.545,159,31
64.56,160,35
64.575,160,31
64.59,161,30
64.605,164,30
64.62,161,27
64.635,160,29
64.65,161,27
64.665,161,28
64.68,162,24
64.695,164,27
64.71,158,26
64.725,166,25
64.74,166,23
64.755,167,22
64.77,166,21
64.785,166,20
64.8,165,24
64.815,166,23
64.83,165,21
64.845,164,22
64.86,163,21
64.875,166,19
64.89,166,22
64.905,167,24
64.92,165,24
64.935,164,26
64.95,163,26
64.965,162,29
64.98,160,27
64.995,160,29
65.01,158,32
65.025,160,30
65.04,163,30
65.055,163,33
65.07,162,36
65.085,162,38
65.1,157,38
65.115,158,38
65.13,162,35
65.145,162,38
65.16,160,41
65.175,160,48
65.19,159,47
65.205,160,42
65.22,159,41
65.235,160,38
65.25,158,38
65.265,163,39
65.28,165,44
65.295,165,43
65.31,164,41
65.325,166,41
65.34,165,40
65.355,162,41
65.37,163,37
65.385,162,37
65.4,162,37
65.415,159,37
65.43,159,37
65.445,160,36
65.46,159,33
65.475,162,34
65.49,159,27
65.505,159,27
65.52,156,29
65.535,157,35
65.55,159,31
65.565,160,29
65.58,159,29
65.595,160,26
65.61,161,25
65.625,160,28
65.64,159,33
65.655,161,34
65.67,160,35
65.685,163,34
65.7,161,35
65.715,161,37
65.73,165,35
65.745,167,34
65.76,167,31
65.775,168,29
65.79,168,34
65.805,169,33
65.82,166,33
65.835,165,38
65.85,168,36
65.865,166,37
65.88,166,33
65.895,164,32
65.91,163,34
65.925,162,34
65.94,162,36
65.955,161,34
65.97,167,35
65.985,166,32
66,164,34
66.015,164,35
66.03,162,36
66.045,164,38
66.06,165,41
66.075,166,37
66.09,163,35
66.105,162,34
66.12,163,31
66.135,162,30
66.15,161,29
66.165,164,27
66.18,166,25
66.195,165,25
66.21,166,26
66.225,165,29
66.24,166,34
66.255,163,31
66.27,164,32
66.285,163,34
66.3,164,30
66.315,161,30
66.33,161,27
66.345,159,28
66.36,160,33
66.375,160,27
66.39,160,28
66.405,163,27
66.42,164,32
66.435,166,31
66.45,163,27
66.465,163,29
66.48,162,30
66.495,161,27
66.51,160,30
66.525,160,27
66.54,161,25
66.555,162,21
66.57,161,19
66.585,162,20
66.6,161,22
66.615,164,23
66.63,163,22
66.645,159,28
66.66,160,31
66.675,161,29
66.69,163,29
66.705,160,23
66.72,161,25
66.735,165,25
66.75,166,26
66.765,166,20
66.78,166,23
66.795,167,25
66.81,168,26
66.825,168,26
66.84,166,26
66.855,166,24
66.87,167,21
66.885,163,23
66.9,164,22
66.915,163,21
66.93,162,27
66.945,161,27
66.96,161,25
66.975,161,27
66.99,160,28
67.005,164,34
67.02,165,28
67.035,162,28
67.05,162,29
67.065,165,29
67.08,165,29
67.095,168,26
67.11,169,28
67.125,168,30
67.14,169,29
67.155,166,32
67.17,167,32
67.185,166,30
67.2,169,29
67.215,166,30
67.23,167,28
67.245,167,27
67.26,165,26
67.275,165,27
67.29,167,26
67.305,167,23
67.32,166,24
67.335,163,26
67.35,163,25
67.365,158,24
67.38,161,26
67.395,159,30
67.41,160,28
67.425,160,25
67.44,160,22
67.455,161,24
67.47,159,25
67.485,161,27
67.5,161,27
67.515,160,30
67.53,159,30
67.545,165,30
67.56,164,29
67.575,164,31
67.59,162,34
67.605,161,31
67.62,163,29
67.635,164,26
67.65,167,24
67.665,166,25
67.68,164,23
67.695,164,27
67.71,167,33
67.725,166,33
67.74,167,37
67.755,166,39
67.77,166,42
67.785,162,44
67.8,163,41
67.815,163,44
67.83,166,43
67.845,164,43
67.86,165,44
67.875,167,40
67.89,168,42
67.905,167,39
67.92,167,35
67.935,165,33
67.95,166,35
67.965,166,36
67.98,167,40
67.995,165,36
68.01,165,37
68.025,167,36
68.04,168,33
68.055,165,33
68.07,166,32
68.085,162,33
68.1,162,29
68.115,159,30
68.13,159,29
68.145,156,29
68.16,157,29
68.175,158,31
68.19,161,36
68.205,162,36
68.22,164,35
68.235,165,32
68.25,162,35
68.265,161,32
68.28,159,30
68.295,163,29
68.31,164,31
68.325,162,35
68.34,162,32
68.355,161,31
68.37,162,32
68.385,159,32
68.4,161,33
68.415,162,31
68.43,163,29
68.445,163,29
68.46,161,28
68.475,164,30
68.49,163,35
68.505,162,36
68.52,163,36
68.535,164,35
68.55,164,34
68.565,165,36
68.58,165,38
68.595,166,33
68.61,168,36
68.625,169,36
68.64,168,34
68.655,169,37
68.67,169,33
68.685,168,31
68.7,166,34
68.715,167,35
68.73,167,34
68.745,167,31
68.76,167,26
68.775,167,27
68.79,164,25
68.805,158,29
68.82,155,29
68.835,156,28
68.85,159,28
68.865,161,29
68.88,160,27
68.895,162,30
68.91,160,31
68.925,163,34
68.94,161,32
68.955,160,28
68.97,159,29
68.985,159,27
69,158,29
69.015,161,34
69.03,164,37
69.045,163,37
69.06,166,40
69.075,166,38
69.09,164,32
69.105,163,28
69.12,164,27
69.135,165,26
69.15,165,28
69.165,166,32
69.18,160,32
69.195,158,28
69.21,157,24
69.225,159,24
69.24,160,28
69.255,160,28
69.27,160,25
69.285,162,24
69.3,163,23
69.315,163,25
69.33,164,29
69.345,165,25
69.36,165,25
69.375,167,27
69.39,169,27
69.405,168,27
69.42,166,32
69.435,165,35
69.45,164,31
69.465,164,31
69.48,165,32
69.495,167,38
69.51,168,37
69.525,169,37
69.54,167,36
69.555,168,32
69.57,167,29
69.585,167,31
69.6,168,31
69.615,166,30
69.63,167,31
69.645,162,31
69.66,163,32
69.675,167,29
69.69,165,32
69.705,163,31
69.72,162,32
69.735,164,30
69.75,163,31
69.765,162,27
69.78,164,26
69.795,167,24
69.81,169,23
69.825,168,22
69.84,170,23
69.855,168,25
69.87,170,26
69.885,169,25
69.9,169,25
69.915,168,25
69.93,167,25
69.945,166,26
69.96,162,25
69.975,162,24
69.99,160,23
70.005,159,24
70.02,157,26
70.035,157,21
70.05,157,24
70.065,160,22
70.08,158,23
70.095,162,24
70.11,162,22
70.125,166,24
70.14,164,24
70.155,168,28
70.17,168,27
70.185,167,28
70.2,168,27
70.215,165,27
70.23,163,31
70.245,160,29
70.26,161,31
70.275,157,34
70.29,157,34
70.305,156,33
70.32,156,36
70.335,155,38
70.35,160,39
70.365,158,38
70.38,156,39
70.395,157,33
70.41,159,36
70.425,161,36
70.44,161,37
70.455,160,39
70.47,162,40
70.485,161,33
70.5,159,31
70.515,160,31
70.53,159,28
70.545,159,26
70.56,161,24
70.575,158,20
70.59,159,24
70.605,160,25
70.62,160,23
70.635,162,19
70.65,161,19
70.665,162,19
70.68,162,19
70.695,160,22
70.71,160,21
70.725,161,18
70.74,164,21
70.755,162,19
70.77,161,18
70.785,162,13
70.8,165,21
70.815,163,19
70.83,164,23
70.845,165,20
70.86,164,20
70.875,165,17
70.89,165,13
70.905,167,12
70.92,166,15
70.935,165,14
70.95,168,17
70.965,169,19
70.98,168,20
70.995,165,20
71.01,163,18
71.025,164,20
71.04,163,20
71.055,164,20
71.07,163,23
71.085,165,21
71.1,165,19
71.115,166,20
71.13,164,22
71.145,160,23
71.16,159,25
71.175,160,30
71.19,161,29
71.205,162,27
71.22,164,24
71.235,162,22
71.25,163,26
71.265,165,26
71.28,166,21
71.295,164,27
71.31,161,28
71.325,163,30
71.34,164,31
71.355,164,33
71.37,167,30
71.385,167,28
71.4,164,29
71.415,162,26
71.43,162,25
71.445,161,23
71.46,160,23
71.475,157,22
71.49,159,18
71.505,158,17
71.52,158,21
71.535,155,25
71.55,158,29
71.565,159,30
71.58,159,29
71.595,159,25
71.61,157,24
71.625,158,24
71.64,160,27
71.655,157,28
71.67,155,29
71.685,156,32
71.7,156,34
71.715,156,36
71.73,160,33
71.745,160,34
71.76,161,32
71.775,162,31
71.79,160,30
71.805,161,32
71.82,160,31
71.835,161,27
71.85,163,30
71.865,161,31
71.88,159,31
71.895,155,31
71.91,158,31
71.925,161,32
71.94,164,31
71.955,163,29
71.97,163,29
71.985,163,30
72,162,30
72.015,162,30
72.03,161,28
72.045,159,29
72.06,156,30
72.075,158,32
72.09,159,31
72.105,158,31
72.12,164,31
72.135,165,33
72.15,165,34
72.165,165,37
72.18,164,35
72.195,162,36
72.21,165,34
72.225,166,36
72.24,170,35
72.255,168,34
72.27,169,34
72.285,168,34
72.3,167,35
72.315,167,35
72.33,166,37
72.345,167,39
72.36,167,35
72.375,167,33
72.39,166,32
72.405,167,27
72.42,168,28
72.435,167,28
72.45,167,26
72.465,166,25
72.48,168,30
72.495,169,33
72.51,171,30
72.525,170,33
72.54,166,30
72.555,166,31
72.57,166,30
72.585,166,32
72.6,168,33
72.615,167,31
72.63,164,32
72.645,161,31
72.66,161,31
72.675,161,29
72.69,168,30
72.705,167,29
72.72,166,30
72.735,165,32
72.75,163,31
72.765,162,30
72.78,161,31
72.795,159,31
72.81,161,35
72.825,160,36
72.84,160,41
72.855,160,38
72.87,159,36
72.885,160,37
72.9,161,36
72.915,162,34
72.93,160,33
72.945,161,34
72.96,166,35
72.975,167,37
72.99,169,34
73.005,169,35
73.02,165,32
73.035,163,32
73.05,163,35
73.065,164,35
73.08,164,36
73.095,163,35
73.11,161,34
73.125,161,35
73.14,157,35
73.155,158,35
73.17,155,37
73.185,156,38
73.2,154,36
73.215,156,39
73.23,156,40
73.245,160,37
73.26,159,32
73.275,156,29
73.29,159,35
73.305,158,33
73.32,159,35
73.335,159,31
73.35,158,31
73.365,160,29
73.38,161,28
73.395,159,26
73.41,164,28
73.425,162,28
73.44,161,32
73.455,158,35
73.47,156,36
73.485,159,32
73.5,157,27
73.515,155,30
73.53,156,33
73.545,157,34
73.56,156,35
73.575,157,32
73.59,156,32
73.605,159,32
73.62,156,30
73.635,156,29
73.65,161,29
73.665,162,27
73.68,162,25
73.695,163,25
73.71,165,24
73.725,164,24
73.74,163,21
73.755,164,28
73.77,167,28
73.785,166,32
73.8,166,31
73.815,167,28
73.83,166,28
73.845,167,29
73.86,169,28
73.875,169,28
73.89,168,29
73.905,167,31
73.92,166,30
73.935,166,36
73.95,168,37
73.965,168,34
73.98,166,35
73.995,167,34
74.01,167,40
74.025,167,35
74.04,167,32
74.055,165,34
74.07,163,34
74.085,161,29
74.1,161,29
74.115,162,29
74.13,163,31
74.145,164,30
74.16,163,28
74.175,164,28
74.19,164,24
74.205,162,23
74.22,161,25
74.235,162,29
74.25,161,30
74.265,161,29
74.28,161,31
74.295,160,30
74.31,162,32
74.325,161,33
74.34,161,35
74.355,161,37
74.37,160,35
74.385,159,34
74.4,159,30
74.415,158,29
74.43,160,31
74.445,157,27
74.46,157,31
74.475,156,31
74.49,160,35
74.505,160,33
74.52,164,29
74.535,164,27
74.55,162,29
74.565,163,33
74.58,165,30
74.595,168,30
74.61,167,29
74.625,165,30
74.64,165,25
74.655,165,29
74.67,165,29
74.685,166,28
74.7,168,31
74.715,167,35
74.73,166,35
74.745,164,39
74.76,164,40
74.775,164,38
74.79,163,38
74.805,164,35
74.82,163,32
74.835,162,33
74.85,163,33
74.865,160,33
74.88,165,30
74.895,163,30
74.91,161,28
74.925,163,28
74.94,163,26
74.955,164,25
74.97,164,29
74.985,161,27
75,161,28
75.015,162,28
75.03,161,27
75.045,162,26
75.06,164,29
75.075,165,33
75.09,163,32
75.105,162,31
75.12,161,34
75.135,161,35
75.15,159,37
75.165,162,33
75.18,165,30
75.195,165,28
75.21,163,29
75.225,164,29
75.24,165,30
75.255,164,30
75.27,165,29
75.285,160,29
75.3,158,28
75.315,158,29
75.33,158,33
75.345,163,33
75.36,161,37
75.375,163,36
75.39,164,34
75.405,167,34
75.42,166,33
75.435,166,28
75.45,167,27
75.465,165,31
75.48,165,31
75.495,166,28
75.51,165,25
75.525,165,26
75.54,165,24
75.555,163,28
75.57,163,28
75.585,164,29
75.6,162,24
75.615,162,26
75.63,160,24
75.645,158,26
75.66,159,26
75.675,161,23
75.69,162,24
75.705,166,25
75.72,164,25
75.735,164,21
75.75,164,22
75.765,164,23
75.78,163,25
75.795,163,20
75.81,161,23
75.825,164,26
75.84,164,24
75.855,164,25
75.87,164,31
75.885,167,31
75.9,166,33
75.915,165,36
75.93,165,34
75.945,162,36
75.96,162,36
75.975,162,35
75.99,163,32
76.005,164,30
76.02,166,32
76.035,165,34
76.05,164,35
76.065,167,32
76.08,165,33
76.095,166,35
76.11,167,33
76.125,166,33
76.14,165,37
76.155,167,39
76.17,165,39
76.185,166,41
76.2,165,37
76.215,164,37
76.23,164,37
76.245,164,34
76.26,163,37
76.275,163,39
76.29,165,37
76.305,166,39
76.32,164,37
76.335,166,39
76.35,165,39
76.365,165,36
76.38,167,34
76.395,168,34
76.41,169,35
76.425,167,34
76.44,165,37
76.455,166,38
76.47,163,37
76.485,160,33
76.5,160,36
76.515,164,37
76.53,163,36
76.545,164,34
76.56,162,33
76.575,160,32
76.59,163,32
76.605,164,33
76.62,163,33
76.635,163,35
76.65,163,39
76.665,164,43
76.68,165,40
76.695,165,39
76.71,165,39
76.725,167,43
76.74,168,41
76.755,168,43
76.77,165,39
76.785,164,37
76.8,164,33
76.815,165,36
76.83,165,32
76.845,164,31
76.86,163,29
76.875,162,31
76.89,161,28
76.905,163,23
76.92,164,26
76.935,160,24
76.95,160,25
76.965,157,28
76.98,158,32
76.995,161,28
77.01,161,26
77.025,158,25
77.04,160,27
77.055,162,31
77.07,163,34
77.085,161,31
77.1,160,30
77.115,162,33
77.13,162,31
77.145,162,33
77.16,162,32
77.175,160,32
77.19,161,30
77.205,164,33
77.22,166,30
77.235,167,28
77.25,166,29
77.265,165,28
77.28,166,31
77.295,162,29
77.31,167,27
77.325,167,24
77.34,163,27
77.355,165,31
77.37,168,33
77.385,166,34
77.4,166,34
77.415,167,30
77.43,165,30
77.445,165,29
77.46,166,32
77.475,166,35
77.49,164,37
77.505,167,39
77.52,166,35
77.535,165,35
77.55,161,34
77.565,162,29
77.58,167,28
77.595,168,27
77.61,167,29
77.625,167,29
77.64,169,30
77.655,169,29
77.67,169,29
77.685,168,32
77.7,171,31
77.715,172,31
77.73,172,33
77.745,169,34
77.76,170,33
77.775,168,32
77.79,167,33
77.805,166,32
77.82,167,31
77.835,169,27
77.85,168,31
77.865,168,33
77.88,165,31
77.895,164,30
77.91,163,28
77.925,165,24
77.94,167,24
77.955,166,24
77.97,167,22
77.985,166,25
78,165,26
78.015,167,26
78.03,167,29
78.045,165,31
78.06,163,33
78.075,163,33
78.09,162,30
78.105,160,33
78.12,162,33
78.135,163,31
78.15,164,31
78.165,164,32
78.18,165,31
78.195,163,28
78.21,163,30
78.225,163,29
78.24,160,26
78.255,163,23
78.27,164,21
78.285,166,21
78.3,163,21
78.315,166,22
78.33,166,21
78.345,166,17
78.36,165,17
78.375,166,17
78.39,167,19
78.405,167,20
78.42,167,22
78.435,168,27
78.45,168,28
78.465,169,23
78.48,169,27
78.495,166,30
78.51,169,32
78.525,169,28
78.54,170,30
78.555,169,29
78.57,168,27
