Time (s),A(lg1),A(lg2),A(lg3),A(lg4),A(lg5),B(lg1),B(lg2),B(lg3),B(lg4),B(lg5),A(lg1!1).A(lg1!1),A(lg2!1).A(lg2!1),A(lg3!1).A(lg3!1),A(lg4!1).A(lg4!1),A(lg5!1).A(lg5!1),A(lg1!1).A(lg2!1),A(lg1!1).A(lg3!1),A(lg1!1).A(lg4!1),A(lg1!1).A(lg5!1),A(lg2!1).A(lg3!1),A(lg2!1).A(lg4!1),A(lg2!1).A(lg5!1),A(lg3!1).A(lg4!1),A(lg3!1).A(lg5!1),A(lg4!1).A(lg5!1),B(lg1!1).B(lg1!1),B(lg2!1).B(lg2!1),B(lg3!1).B(lg3!1),B(lg4!1).B(lg4!1),B(lg5!1).B(lg5!1),B(lg1!1).B(lg2!1),B(lg1!1).B(lg3!1),B(lg1!1).B(lg4!1),B(lg1!1).B(lg5!1),B(lg2!1).B(lg3!1),B(lg2!1).B(lg4!1),B(lg2!1).B(lg5!1),B(lg3!1).B(lg4!1),B(lg3!1).B(lg5!1),B(lg4!1).B(lg5!1),A(lg1!1).B(lg1!1),A(lg1!1).B(lg2!1),A(lg1!1).B(lg3!1),A(lg1!1).B(lg4!1),A(lg1!1).B(lg5!1),A(lg2!1).B(lg1!1),A(lg2!1).B(lg2!1),A(lg2!1).B(lg3!1),A(lg2!1).B(lg4!1),A(lg2!1).B(lg5!1),A(lg3!1).B(lg1!1),A(lg3!1).B(lg2!1),A(lg3!1).B(lg3!1),A(lg3!1).B(lg4!1),A(lg3!1).B(lg5!1),A(lg4!1).B(lg1!1),A(lg4!1).B(lg2!1),A(lg4!1).B(lg3!1),A(lg4!1).B(lg4!1),A(lg4!1).B(lg5!1),A(lg5!1).B(lg1!1),A(lg5!1).B(lg2!1),A(lg5!1).B(lg3!1),A(lg5!1).B(lg4!1),A(lg5!1).B(lg5!1)
0.011,67,70,68,64,63,70,74,76,69,67,1,2,1,3,2,6,8,3,6,6,4,2,5,4,5,1,1,1,2,1,7,6,2,2,1,3,6,3,6,4,1,0,1,3,3,2,1,1,3,1,1,1,0,2,3,3,2,0,4,4,4,3,4,3,2
0.012,65,68,67,61,62,69,72,74,65,63,1,2,1,3,2,6,8,3,6,6,4,2,5,4,5,1,1,1,2,2,7,6,2,2,1,3,6,4,6,4,1,0,1,4,4,2,1,1,4,2,1,2,0,2,3,4,2,1,5,4,4,4,4,3,2
0.013,65,67,65,60,62,65,69,72,61,56,1,2,1,3,2,6,8,3,6,6,4,2,5,4,5,1,2,2,2,3,7,6,2,4,1,4,6,4,6,6,1,0,1,4,4,2,1,1,4,3,2,2,0,3,3,5,2,1,5,4,4,4,4,3,2
0.014,63,67,64,59,61,61,65,71,59,52,1,2,1,3,2,6,8,3,6,6,4,2,5,5,5,1,3,2,2,3,9,7,2,5,1,4,6,4,6,7,1,0,1,5,5,2,1,1,4,3,2,2,0,3,3,5,2,1,5,5,4,4,4,3,2
0.015,60,62,63,58,60,59,62,70,51,49,1,2,1,3,2,7,8,3,6,6,4,2,5,5,5,1,3,2,2,3,9,7,3,5,1,5,7,4,6,8,1,0,1,7,5,2,1,2,7,3,3,2,0,3,3,5,3,1,5,5,4,4,4,3,3
0.016,56,58,57,56,56,58,61,64,50,48,1,3,1,3,3,8,10,4,6,6,4,2,5,7,5,1,3,3,2,3,9,7,3,5,2,5,7,4,7,8,1,0,1,7,5,2,1,3,7,3,4,2,1,3,3,5,3,1,6,5,4,4,4,3,3
0.017,56,57,56,55,56,57,60,63,49,47,1,3,1,3,3,8,10,4,6,6,4,2,6,7,5,1,3,3,2,3,9,7,3,5,2,5,8,5,7,8,1,0,1,7,5,3,1,3,7,3,4,2,1,3,3,5,3,1,6,5,4,4,4,3,3
0.018,51,55,55,53,54,56,59,63,48,46,2,3,1,3,3,8,10,5,6,6,4,3,6,8,5,1,3,3,2,3,9,7,3,5,2,5,8,5,7,8,1,0,1,8,6,3,2,3,7,3,4,2,1,3,3,6,3,1,6,5,4,4,4,3,3
0.019,51,54,53,52,52,54,57,60,44,43,2,3,1,3,3,8,10,5,6,6,4,3,6,8,5,1,3,3,2,3,9,7,4,6,2,5,8,6,8,8,1,0,1,8,6,3,3,3,7,3,4,2,2,4,3,6,3,1,7,5,4,5,4,3,4
0.02,51,54,53,52,52,54,57,60,44,43,2,3,1,3,3,8,10,5,6,6,4,3,6,8,5,1,3,3,2,3,9,7,4,6,2,5,8,6,8,8,1,0,1,8,6,3,3,3,7,3,4,2,2,4,3,6,3,1,7,5,4,5,4,3,4
0.021,51,54,53,52,52,54,57,60,44,43,2,3,1,3,3,8,10,5,6,6,4,3,6,8,5,1,3,3,2,3,9,7,4,6,2,5,8,6,8,8,1,0,1,8,6,3,3,3,7,3,4,2,2,4,3,6,3,1,7,5,4,5,4,3,4
0.022,50,51,51,51,52,51,53,56,44,43,2,4,1,3,3,9,10,5,6,6,4,3,6,8,5,1,4,4,2,3,10,7,4,6,3,5,8,6,8,8,1,0,1,8,6,3,3,3,7,3,5,2,3,4,3,7,3,1,7,5,4,5,4,3,4
0.023,49,49,51,51,51,49,51,55,42,42,2,4,1,3,3,9,10,5,6,6,4,3,6,8,5,1,4,4,2,3,11,7,4,6,3,5,8,6,8,9,1,0,1,9,6,4,3,4,7,3,5,2,3,4,3,7,3,1,7,5,4,6,4,3,4
0.024,48,48,51,50,50,49,51,55,42,42,2,4,1,3,3,9,10,5,7,6,5,3,6,8,5,1,4,4,2,3,11,7,4,6,3,5,8,6,8,9,1,0,1,9,6,4,3,4,7,3,5,2,3,4,3,7,3,1,7,5,4,6,4,3,4
0.025,46,47,50,46,46,49,51,55,42,40,2,4,1,4,4,9,10,6,8,6,5,3,6,9,5,1,4,4,2,3,11,7,4,6,3,5,8,6,8,9,1,0,1,9,6,4,3,4,7,4,5,2,3,4,3,7,3,1,7,6,4,6,4,3,4
0.026,44,43,49,43,45,48,50,53,42,39,2,4,1,4,4,9,10,7,8,6,5,4,7,9,5,1,4,4,2,3,11,7,4,6,3,5,8,6,8,9,2,0,1,9,6,4,4,6,7,4,5,2,3,4,3,7,3,1,7,7,4,6,4,3,4
0.027,44,43,49,43,45,46,49,51,40,38,2,4,1,4,4,9,10,7,8,6,5,4,7,9,5,1,4,4,2,3,11,8,5,6,4,5,8,6,8,10,2,0,1,9,6,4,4,6,7,4,5,2,3,4,3,7,3,1,7,7,4,6,4,3,4
0.028,42,42,47,43,44,43,44,48,37,36,2,4,1,4,4,9,10,7,8,6,5,4,7,10,5,1,5,4,2,3,11,9,6,6,4,5,10,7,8,10,2,1,1,10,6,5,4,6,7,4,5,2,4,4,3,7,3,1,7,7,4,6,4,3,4
0.029,42,42,47,43,44,43,44,48,37,36,2,4,1,4,4,9,10,7,8,6,5,4,7,10,5,1,5,4,2,3,11,9,6,6,4,5,10,7,8,10,2,1,1,10,6,5,4,6,7,4,5,2,4,4,3,7,3,1,7,7,4,6,4,3,4
0.03,42,41,45,41,43,43,44,48,37,36,2,4,1,4,4,9,10,7,8,6,6,4,8,11,5,1,5,4,2,3,11,9,6,6,4,5,10,7,8,10,2,1,1,10,6,5,4,6,7,4,5,2,4,4,3,7,3,1,7,7,4,6,4,3,4
0.031,41,38,42,40,43,39,42,46,35,34,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,2,5,4,2,3,12,9,6,7,4,5,10,7,8,11,2,1,1,10,6,5,5,6,7,4,5,2,5,5,3,7,3,2,7,7,4,6,4,3,4
0.032,40,38,42,40,43,39,41,45,35,33,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,2,5,4,2,3,12,9,6,7,4,5,10,7,9,11,2,2,1,10,6,5,5,6,7,4,5,2,5,5,3,7,3,2,7,7,4,6,4,3,4
0.033,40,38,42,40,43,39,41,45,35,33,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,2,5,4,2,3,12,9,6,7,4,5,10,7,9,11,2,2,1,10,6,5,5,6,7,4,5,2,5,5,3,7,3,2,7,7,4,6,4,3,4
0.034,40,38,42,40,43,39,41,45,35,33,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,2,5,4,2,3,12,9,6,7,4,5,10,7,9,11,2,2,1,10,6,5,5,6,7,4,5,2,5,5,3,7,3,2,7,7,4,6,4,3,4
0.035,40,37,41,40,43,38,41,44,35,33,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,2,5,4,2,3,12,9,6,7,4,5,10,7,9,11,2,2,1,10,6,6,5,6,7,4,5,2,6,5,3,7,3,2,7,7,4,6,4,3,4
0.036,40,37,40,40,43,36,39,41,35,33,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,2,1,10,6,6,5,6,7,4,5,3,6,5,3,7,3,2,7,7,4,6,4,3,4
0.037,39,37,38,40,43,35,38,41,34,33,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,2,1,11,6,6,5,6,7,4,6,4,6,5,3,7,3,2,7,7,4,6,4,3,4
0.038,39,37,38,40,43,35,38,41,34,33,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,2,1,11,6,6,5,6,7,4,6,4,6,5,3,7,3,2,7,7,4,6,4,3,4
0.039,39,37,38,40,43,35,38,41,34,33,2,5,1,4,4,9,11,7,8,6,6,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,2,1,11,6,6,5,6,7,4,6,4,6,5,3,7,3,2,7,7,4,6,4,3,4
0.04,36,35,37,40,41,35,37,40,34,33,2,5,1,4,5,10,12,7,8,6,6,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,3,1,11,6,6,5,7,7,4,6,4,6,5,3,7,3,2,7,7,4,6,4,3,4
0.041,36,33,36,39,40,33,37,40,34,32,2,6,1,4,5,10,12,7,8,6,6,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,3,1,11,6,6,5,7,7,4,7,4,6,5,3,8,3,2,7,7,4,6,4,3,5
0.042,36,33,36,39,40,33,37,40,34,32,2,6,1,4,5,10,12,7,8,6,6,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,3,1,11,6,6,5,7,7,4,7,4,6,5,3,8,3,2,7,7,4,6,4,3,5
0.043,36,32,35,38,40,33,37,40,33,32,2,6,1,4,5,10,12,7,8,6,7,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,3,1,11,6,6,5,7,7,4,7,4,6,6,3,8,3,2,7,7,4,6,4,3,5
0.044,36,32,35,38,40,33,37,40,33,32,2,6,1,4,5,10,12,7,8,6,7,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,3,1,11,6,6,5,7,7,4,7,4,6,6,3,8,3,2,7,7,4,6,4,3,5
0.045,36,32,35,38,40,33,37,40,33,32,2,6,1,4,5,10,12,7,8,6,7,4,8,11,5,3,5,5,2,3,12,9,6,7,5,5,10,7,9,11,2,3,1,11,6,6,5,7,7,4,7,4,6,6,3,8,3,2,7,7,4,6,4,3,5
0.046,35,32,34,37,36,32,34,39,32,31,2,6,1,4,5,10,12,7,8,6,7,4,8,11,6,3,5,5,2,3,12,9,6,7,6,5,10,7,9,11,2,4,1,11,6,6,5,7,7,4,7,5,6,6,3,8,3,2,7,7,5,6,4,4,6
0.047,33,31,32,36,35,31,33,39,31,31,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,12,9,6,7,6,5,10,7,9,11,3,4,1,11,6,6,6,7,7,4,7,5,6,7,3,8,3,2,7,7,5,6,4,4,6
0.048,33,32,32,36,35,31,33,39,32,31,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,12,9,6,7,6,5,10,7,9,11,3,4,1,11,6,6,6,7,6,4,7,5,6,7,3,8,3,2,7,7,5,6,4,4,6
0.049,33,32,32,36,35,31,33,39,32,31,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,12,9,6,7,6,5,10,7,9,11,3,4,1,11,6,6,6,7,6,4,7,5,6,7,3,8,3,2,7,7,5,6,4,4,6
0.05,33,32,32,36,35,31,33,39,32,31,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,12,9,6,7,6,5,10,7,9,11,3,4,1,11,6,6,6,7,6,4,7,5,6,7,3,8,3,2,7,7,5,6,4,4,6
0.051,31,31,31,36,35,29,32,38,29,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,6,7,6,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,5,6,7,4,8,3,2,7,7,5,6,4,4,6
0.052,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.053,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.054,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.055,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.056,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.057,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.058,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.059,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.06,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.061,31,31,30,36,35,28,30,37,28,30,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,13,9,7,7,7,5,10,8,9,11,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.062,31,31,30,36,35,26,29,36,25,29,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.063,31,31,30,36,35,26,29,36,25,29,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.064,31,31,30,36,35,26,29,36,25,29,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.065,31,31,30,36,35,26,29,36,25,29,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.066,31,31,30,36,35,26,29,36,25,29,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.067,31,31,30,36,35,26,29,36,25,29,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.068,31,31,30,36,35,26,29,36,25,29,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.069,31,31,30,36,35,26,29,36,25,29,2,6,1,4,5,10,12,8,8,6,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.07,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.071,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.072,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.073,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.074,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.075,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.076,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.077,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.078,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.079,31,30,29,34,35,26,29,36,25,29,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,3,14,9,8,7,7,5,10,9,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.08,31,30,29,34,35,24,28,35,24,26,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.081,31,30,29,34,35,24,28,35,24,26,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.082,31,30,29,34,35,24,28,35,24,26,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.083,31,30,29,34,35,24,28,35,24,26,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.084,31,30,29,34,35,24,28,35,24,26,2,6,1,5,5,10,12,8,8,7,7,4,8,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.085,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.086,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.087,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.088,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
0.089,30,30,28,32,35,24,28,35,24,26,2,6,1,5,5,10,12,9,8,7,7,4,9,12,6,3,5,5,2,4,15,9,8,8,7,5,10,10,9,12,4,4,1,12,6,6,6,7,7,4,7,6,6,7,4,8,3,2,7,7,5,6,4,4,6
